Date,Mean-value_x,Interest-rate,Month,Year,Quarter,Week-of-year,Week-of-month,Day-of-week,Day-of-year,election-year,US_election,Mean-value_y,preds
2/16/2022,113.64,1.09,2.0,2022.0,1.0,8.0,3.0,3.0,47.0,1,0,113.64,113.63629999999986
2/22/2022,113.69,1.17,2.0,2022.0,1.0,9.0,4.0,2.0,53.0,1,0,113.69,113.76629999999986
3/14/2022,114.19,1.28,3.0,2022.0,1.0,12.0,3.0,1.0,73.0,1,0,114.19,114.23619999999984
3/16/2022,114.29,1.35,3.0,2022.0,1.0,12.0,3.0,3.0,75.0,1,0,114.29,114.3100999999998
3/17/2022,114.31,1.3,3.0,2022.0,1.0,12.0,3.0,4.0,76.0,1,0,114.31,114.20339999999986
3/22/2022,114.44,1.59,3.0,2022.0,1.0,13.0,4.0,2.0,81.0,1,0,114.44,114.56690000000002
3/23/2022,114.5,1.52,3.0,2022.0,1.0,13.0,4.0,3.0,82.0,1,0,114.5,114.57160000000007
3/31/2022,114.95,1.63,3.0,2022.0,1.0,14.0,5.0,4.0,90.0,1,0,114.95,112.9457000000001
4/1/2022,115.0,1.72,4.0,2022.0,2.0,14.0,1.0,5.0,91.0,1,0,115.0,113.76990000000012
4/5/2022,115.1,1.77,4.0,2022.0,2.0,15.0,2.0,2.0,95.0,1,0,115.1,107.04930000000006
4/11/2022,115.33,1.85,4.0,2022.0,2.0,16.0,3.0,1.0,101.0,1,0,115.33,115.24490000000007
4/12/2022,115.38,1.77,4.0,2022.0,2.0,16.0,3.0,2.0,102.0,1,0,115.38,105.17380000000004
4/13/2022,115.41,1.78,4.0,2022.0,2.0,16.0,3.0,3.0,103.0,1,0,115.41,114.2437000000001
4/21/2022,115.54,2.01,4.0,2022.0,2.0,17.0,4.0,4.0,111.0,1,0,115.54,115.57130000000008
4/25/2022,115.65,2.03,4.0,2022.0,2.0,18.0,5.0,1.0,115.0,1,0,115.65,115.72470000000014
5/6/2022,115.9,2.08,5.0,2022.0,2.0,19.0,1.0,5.0,126.0,1,0,115.9,115.8395000000001
5/13/2022,116.12,2.04,5.0,2022.0,2.0,20.0,2.0,5.0,133.0,1,0,116.12,116.08280000000006
5/18/2022,116.32,2.16,5.0,2022.0,2.0,21.0,3.0,3.0,138.0,1,0,116.32,116.29639999999993
5/25/2022,116.58,2.01,5.0,2022.0,2.0,22.0,4.0,3.0,145.0,1,0,116.58,116.53210000000021
5/27/2022,116.69,2.01,5.0,2022.0,2.0,22.0,4.0,5.0,147.0,1,0,116.69,116.55280000000013
5/31/2022,116.74,2.08,5.0,2022.0,2.0,23.0,5.0,2.0,151.0,1,0,116.74,116.59490000000005
6/3/2022,116.83,2.18,6.0,2022.0,2.0,23.0,1.0,5.0,154.0,1,0,116.83,116.79070000000006
6/13/2022,117.1,2.89,6.0,2022.0,2.0,25.0,3.0,1.0,164.0,1,0,117.1,117.27930000000006
6/24/2022,117.66,2.83,6.0,2022.0,2.0,26.0,4.0,5.0,175.0,1,0,117.66,117.51999999999998
7/12/2022,118.13,3.07,7.0,2022.0,3.0,29.0,3.0,2.0,193.0,1,0,118.13,118.22840000000011
7/13/2022,118.18,3.21,7.0,2022.0,3.0,29.0,3.0,3.0,194.0,1,0,118.18,118.24880000000006
7/14/2022,118.23,3.16,7.0,2022.0,3.0,29.0,3.0,4.0,195.0,1,0,118.23,118.2288000000001
7/19/2022,118.39,3.18,7.0,2022.0,3.0,30.0,4.0,2.0,200.0,1,0,118.39,118.4101
7/22/2022,118.57,3.01,7.0,2022.0,3.0,30.0,4.0,5.0,203.0,1,0,118.57,118.45110000000011
7/26/2022,118.66,3.06,7.0,2022.0,3.0,31.0,5.0,2.0,207.0,1,0,118.66,118.69460000000002
7/27/2022,118.72,3.0,7.0,2022.0,3.0,31.0,5.0,3.0,208.0,1,0,118.72,118.74520000000005
8/12/2022,119.31,3.26,8.0,2022.0,3.0,33.0,2.0,5.0,224.0,1,0,119.31,119.2166999999999
8/22/2022,119.63,3.32,8.0,2022.0,3.0,35.0,4.0,1.0,234.0,1,0,119.63,119.75899999999994
8/29/2022,119.93,3.43,8.0,2022.0,3.0,36.0,5.0,1.0,241.0,1,0,119.93,120.0110000000001
8/30/2022,119.98,3.48,8.0,2022.0,3.0,36.0,5.0,2.0,242.0,1,0,119.98,120.01850000000012
9/8/2022,120.28,3.6,9.0,2022.0,3.0,37.0,2.0,4.0,251.0,1,0,120.28,120.25000000000006
9/20/2022,120.46,4.03,9.0,2022.0,3.0,39.0,4.0,2.0,263.0,1,0,120.46,120.4567000000001
9/22/2022,120.54,4.08,9.0,2022.0,3.0,39.0,4.0,4.0,265.0,1,0,120.54,120.50269999999996
9/26/2022,120.6,4.17,9.0,2022.0,3.0,40.0,5.0,1.0,269.0,1,0,120.6,120.6811
9/27/2022,120.62,4.16,9.0,2022.0,3.0,40.0,5.0,2.0,270.0,1,0,120.62,120.69890000000001
10/4/2022,120.79,4.15,10.0,2022.0,4.0,41.0,2.0,2.0,277.0,1,0,120.79,120.79370000000006
10/7/2022,120.85,4.24,10.0,2022.0,4.0,41.0,2.0,5.0,280.0,1,0,120.85,120.83399999999992
10/17/2022,121.03,4.5,10.0,2022.0,4.0,43.0,4.0,1.0,290.0,1,0,121.03,121.07689999999997
10/18/2022,121.07,4.5,10.0,2022.0,4.0,43.0,4.0,2.0,291.0,1,0,121.07,121.08409999999995
10/26/2022,121.23,4.54,10.0,2022.0,4.0,44.0,5.0,3.0,299.0,1,0,121.23,121.18160000000006
11/3/2022,121.45,4.78,11.0,2022.0,4.0,45.0,1.0,4.0,307.0,1,0,121.45,125.56219999999993
11/7/2022,121.54,4.8,11.0,2022.0,4.0,46.0,2.0,1.0,311.0,1,0,121.54,140.9974000000001
11/9/2022,121.67,4.75,11.0,2022.0,4.0,46.0,2.0,3.0,313.0,1,0,121.67,121.68759999999995
11/14/2022,121.83,4.63,11.0,2022.0,4.0,47.0,3.0,1.0,318.0,1,0,121.83,121.9156999999999
11/22/2022,122.13,4.79,11.0,2022.0,4.0,48.0,4.0,2.0,326.0,1,0,122.13,139.03439999999995
11/25/2022,122.28,4.76,11.0,2022.0,4.0,48.0,4.0,5.0,329.0,1,0,122.28,122.14630000000005
12/13/2022,122.84,4.64,12.0,2022.0,4.0,51.0,3.0,2.0,347.0,1,0,122.84,122.91869999999989
12/22/2022,123.16,4.64,12.0,2022.0,4.0,52.0,4.0,4.0,356.0,1,0,123.16,123.09589999999999
12/23/2022,123.21,4.66,12.0,2022.0,4.0,52.0,4.0,5.0,357.0,1,0,123.21,123.09339999999999
1/6/2023,123.55,4.71,1.0,2023.0,1.0,1.0,1.0,5.0,6.0,0,0,123.55,124.36917000000001
1/10/2023,123.65,4.74,1.0,2023.0,1.0,2.0,2.0,2.0,10.0,0,0,123.65,126.96854999999998
1/12/2023,123.78,4.66,1.0,2023.0,1.0,2.0,2.0,4.0,12.0,0,0,123.78,126.87287500000002
1/23/2023,124.13,4.7,1.0,2023.0,1.0,4.0,4.0,1.0,23.0,0,0,124.13,128.651225
1/24/2023,124.17,4.7,1.0,2023.0,1.0,4.0,4.0,2.0,24.0,0,0,124.17,128.45582500000003
1/26/2023,124.3,4.68,1.0,2023.0,1.0,4.0,4.0,4.0,26.0,0,0,124.3,124.2551000000001
2/2/2023,124.52,4.64,2.0,2023.0,1.0,5.0,1.0,4.0,33.0,0,0,124.52,128.1765577499999
2/21/2023,125.94,5.07,2.0,2023.0,1.0,8.0,4.0,2.0,52.0,0,0,125.94,126.40845000000009
3/1/2023,127.08,5.06,3.0,2023.0,1.0,9.0,1.0,3.0,60.0,0,0,127.08,127.68265000000018
3/2/2023,127.29,5.04,3.0,2023.0,1.0,9.0,1.0,4.0,61.0,0,0,127.29,127.60462500000021
3/6/2023,127.76,5.05,3.0,2023.0,1.0,10.0,2.0,1.0,65.0,0,0,127.76,128.23202050000017
3/8/2023,128.36,5.25,3.0,2023.0,1.0,10.0,2.0,3.0,67.0,0,0,128.36,138.27629999999985
3/10/2023,128.89,4.9,3.0,2023.0,1.0,10.0,2.0,5.0,69.0,0,0,128.89,129.93100000000004
3/13/2023,129.24,4.3,3.0,2023.0,1.0,11.0,3.0,1.0,72.0,0,0,129.24,129.6369407500001
3/15/2023,129.59,4.19,3.0,2023.0,1.0,11.0,3.0,3.0,74.0,0,0,129.59,129.46671050000006
3/20/2023,130.01,4.34,3.0,2023.0,1.0,12.0,4.0,1.0,79.0,0,0,130.01,130.23820000000012
3/27/2023,131.4,4.51,3.0,2023.0,1.0,13.0,5.0,1.0,86.0,0,0,131.4,131.61530000000016
3/28/2023,131.53,4.55,3.0,2023.0,1.0,13.0,5.0,2.0,87.0,0,0,131.53,131.64660000000015
3/30/2023,132.13,4.63,3.0,2023.0,1.0,13.0,5.0,4.0,89.0,0,0,132.13,130.46840000000012
4/11/2023,133.59,4.67,4.0,2023.0,2.0,15.0,3.0,2.0,101.0,0,0,133.59,131.24589999999986
4/13/2023,133.95,4.66,4.0,2023.0,2.0,15.0,3.0,4.0,103.0,0,0,133.95,131.25939999999983
4/14/2023,134.35,4.77,4.0,2023.0,2.0,15.0,3.0,5.0,104.0,0,0,134.35,135.19455
4/19/2023,134.97,4.84,4.0,2023.0,2.0,16.0,4.0,3.0,109.0,0,0,134.97,135.1248999999999
4/25/2023,135.48,4.6,4.0,2023.0,2.0,17.0,5.0,2.0,115.0,0,0,135.48,133.85469999999998
5/4/2023,136.26,4.59,5.0,2023.0,2.0,18.0,1.0,4.0,124.0,0,0,136.26,134.31889999999993
5/8/2023,136.47,4.79,5.0,2023.0,2.0,19.0,2.0,1.0,128.0,0,0,136.47,136.3141637500001
5/23/2023,137.76,5.06,5.0,2023.0,2.0,21.0,4.0,2.0,143.0,0,0,137.76,136.8273499999999
5/24/2023,137.96,5.12,5.0,2023.0,2.0,21.0,4.0,3.0,144.0,0,0,137.96,136.7815
6/2/2023,138.61,5.22,6.0,2023.0,2.0,22.0,1.0,5.0,153.0,0,0,138.61,138.0065
6/6/2023,138.87,5.2,6.0,2023.0,2.0,23.0,2.0,2.0,157.0,0,0,138.87,138.50140000000005
6/20/2023,140.12,5.24,6.0,2023.0,2.0,25.0,4.0,2.0,171.0,0,0,140.12,140.1303999999998
6/21/2023,140.2,5.25,6.0,2023.0,2.0,25.0,4.0,3.0,172.0,0,0,140.2,140.17499999999984
6/26/2023,140.44,5.27,6.0,2023.0,2.0,26.0,5.0,1.0,177.0,0,0,140.44,140.35159999999988
6/27/2023,140.44,5.33,6.0,2023.0,2.0,26.0,5.0,2.0,178.0,0,0,140.44,140.485
6/29/2023,140.45,5.41,6.0,2023.0,2.0,26.0,5.0,4.0,180.0,0,0,140.45,140.53040000000013
7/12/2023,141.21,5.35,7.0,2023.0,3.0,28.0,3.0,3.0,193.0,0,0,141.21,141.12599999999998
7/27/2023,142.2,5.4,7.0,2023.0,3.0,30.0,5.0,4.0,208.0,0,0,142.2,142.05760000000018
8/3/2023,142.78,5.37,8.0,2023.0,3.0,31.0,1.0,4.0,215.0,0,0,142.78,142.61279999999996
8/4/2023,142.89,5.33,8.0,2023.0,3.0,31.0,1.0,5.0,216.0,0,0,142.89,142.66379999999992
8/7/2023,142.99,5.3,8.0,2023.0,3.0,32.0,2.0,1.0,219.0,0,0,142.99,143.20460000000026
8/14/2023,143.61,5.37,8.0,2023.0,3.0,33.0,3.0,1.0,226.0,0,0,143.61,143.78930000000014
8/16/2023,143.91,5.37,8.0,2023.0,3.0,33.0,3.0,3.0,228.0,0,0,143.91,143.8822000000002
8/22/2023,144.41,5.39,8.0,2023.0,3.0,34.0,4.0,2.0,234.0,0,0,144.41,144.46099999999987
8/24/2023,144.72,5.39,8.0,2023.0,3.0,34.0,4.0,4.0,236.0,0,0,144.72,144.61559999999994
8/30/2023,145.26,5.39,8.0,2023.0,3.0,35.0,5.0,3.0,242.0,0,0,145.26,145.09669999999986
8/31/2023,145.41,5.37,8.0,2023.0,3.0,35.0,5.0,4.0,243.0,0,0,145.41,145.1514999999999
9/8/2023,146.14,5.42,9.0,2023.0,3.0,36.0,2.0,5.0,251.0,0,0,146.14,145.88260000000014
9/12/2023,146.36,5.42,9.0,2023.0,3.0,37.0,3.0,2.0,255.0,0,0,146.36,146.3232999999999
9/14/2023,146.66,5.42,9.0,2023.0,3.0,37.0,3.0,4.0,257.0,0,0,146.66,146.44029999999984
9/15/2023,146.79,5.43,9.0,2023.0,3.0,37.0,3.0,5.0,258.0,0,0,146.79,146.46339999999984
9/21/2023,147.26,5.46,9.0,2023.0,3.0,38.0,4.0,4.0,264.0,0,0,147.26,147.0334999999999
9/22/2023,147.36,5.46,9.0,2023.0,3.0,38.0,4.0,5.0,265.0,0,0,147.36,147.0610999999999
9/28/2023,147.94,5.46,9.0,2023.0,3.0,39.0,5.0,4.0,271.0,0,0,147.94,147.80419999999992
10/19/2023,149.79,5.44,10.0,2023.0,4.0,42.0,3.0,4.0,292.0,0,0,149.79,149.44980000000004
10/27/2023,150.36,5.39,10.0,2023.0,4.0,43.0,4.0,5.0,300.0,0,0,150.36,150.2222000000002
11/9/2023,151.53,5.39,11.0,2023.0,4.0,45.0,2.0,4.0,313.0,0,0,151.53,151.32159999999993
11/17/2023,152.23,5.24,11.0,2023.0,4.0,46.0,3.0,5.0,321.0,0,0,152.23,152.00840000000014
11/28/2023,152.97,5.21,11.0,2023.0,4.0,48.0,5.0,2.0,332.0,0,0,152.97,152.3758999999998
12/11/2023,153.34,5.14,12.0,2023.0,4.0,50.0,3.0,1.0,345.0,0,0,153.34,153.33910000000012
12/18/2023,153.78,4.95,12.0,2023.0,4.0,51.0,4.0,1.0,352.0,0,0,153.78,154.05329999999992
12/20/2023,154.39,4.88,12.0,2023.0,4.0,51.0,4.0,3.0,354.0,0,0,154.39,154.25509999999994
1/2/2024,157.32,4.8,1.0,2024.0,1.0,1.0,1.0,2.0,2.0,0,1,157.32,156.64390199999988
1/9/2024,156.9375,4.82,1.0,2024.0,1.0,2.0,2.0,2.0,9.0,0,1,156.9375,156.45010399999984
1/11/2024,157.9375,4.75,1.0,2024.0,1.0,2.0,2.0,4.0,11.0,0,1,157.9375,153.15356899999995
1/30/2024,160.875,4.8,1.0,2024.0,1.0,5.0,5.0,2.0,30.0,0,1,160.875,160.42389800000004
2/6/2024,161.01755,4.82,2.0,2024.0,1.0,6.0,2.0,2.0,37.0,0,1,161.01755,156.18097199999994
2/9/2024,159.0,4.86,2.0,2024.0,1.0,6.0,2.0,5.0,40.0,0,1,159.0,149.38953499999982
2/12/2024,159.407725,4.87,2.0,2024.0,1.0,7.0,3.0,1.0,43.0,0,1,159.407725,149.79048499999993
2/14/2024,156.25,4.94,2.0,2024.0,1.0,7.0,3.0,3.0,45.0,0,1,156.25,149.48062074999999
2/16/2024,147.6875,4.98,2.0,2024.0,1.0,7.0,3.0,5.0,47.0,0,1,147.6875,147.52064574999997
2/22/2024,145.0,5.02,2.0,2024.0,1.0,8.0,4.0,4.0,53.0,0,1,145.0,140.94192400000009
3/11/2024,139.858875,4.95,3.0,2024.0,1.0,11.0,3.0,1.0,71.0,0,1,139.858875,139.58773624999992
3/18/2024,135.437075,5.06,3.0,2024.0,1.0,12.0,4.0,1.0,78.0,0,1,135.437075,133.09297674999993
4/1/2024,130.9225,5.06,4.0,2024.0,2.0,14.0,1.0,1.0,92.0,0,1,130.9225,129.4205775000001
4/2/2024,130.5625,5.05,4.0,2024.0,2.0,14.0,1.0,2.0,93.0,0,1,130.5625,129.33297175000004
4/10/2024,129.035,5.19,4.0,2024.0,2.0,15.0,2.0,3.0,101.0,0,1,129.035,129.23870099999993
4/17/2024,130.9375,5.16,4.0,2024.0,2.0,16.0,3.0,3.0,108.0,0,1,130.9375,130.02483599999996
4/22/2024,130.9225,5.16,4.0,2024.0,2.0,17.0,4.0,1.0,113.0,0,1,130.9225,131.629157
4/23/2024,132.9975,5.14,4.0,2024.0,2.0,17.0,4.0,2.0,114.0,0,1,132.9975,131.900522
4/29/2024,132.2402,5.2,4.0,2024.0,2.0,18.0,5.0,1.0,120.0,0,1,132.2402,132.44556525000004
4/30/2024,134.0,5.25,4.0,2024.0,2.0,18.0,5.0,2.0,121.0,0,1,134.0,138.23307499999984
5/8/2024,131.875,5.13,5.0,2024.0,2.0,19.0,2.0,3.0,129.0,0,1,131.875,132.076025
5/14/2024,129.859975,5.16,5.0,2024.0,2.0,20.0,3.0,2.0,135.0,0,1,129.859975,130.04012099999989
5/16/2024,129.1675,5.13,5.0,2024.0,2.0,20.0,3.0,4.0,137.0,0,1,129.1675,129.78795
6/6/2024,129.5,5.08,6.0,2024.0,2.0,23.0,2.0,4.0,158.0,0,1,129.5,130.1184750000001
6/10/2024,130.065,5.16,6.0,2024.0,2.0,24.0,3.0,1.0,162.0,0,1,130.065,129.07843675000012
6/17/2024,128.42,5.11,6.0,2024.0,2.0,25.0,4.0,1.0,169.0,0,1,128.42,128.01484150000005
6/25/2024,127.8925,5.1,6.0,2024.0,2.0,26.0,5.0,2.0,177.0,0,1,127.8925,127.95054625000006
7/2/2024,127.915,5.07,7.0,2024.0,3.0,27.0,1.0,2.0,184.0,0,1,127.915,127.88892449999994
7/8/2024,126.82,4.99,7.0,2024.0,3.0,28.0,2.0,1.0,190.0,0,1,126.82,127.68011599999987
7/9/2024,126.7725,5.02,7.0,2024.0,3.0,28.0,2.0,2.0,191.0,0,1,126.7725,127.70762624999986
7/12/2024,128.1875,4.87,7.0,2024.0,3.0,28.0,2.0,5.0,194.0,0,1,128.1875,127.53254174999996
7/17/2024,127.2575,4.85,7.0,2024.0,3.0,29.0,3.0,3.0,199.0,0,1,127.2575,127.80050249999991
7/19/2024,129.555,4.87,7.0,2024.0,3.0,29.0,3.0,5.0,201.0,0,1,129.555,127.62013549999995
8/19/2024,127.928025,4.48,8.0,2024.0,3.0,34.0,4.0,1.0,232.0,0,1,127.928025,128.53625649999992
8/29/2024,127.8375,4.38,8.0,2024.0,3.0,35.0,5.0,4.0,242.0,0,1,127.8375,127.93248000000011
9/4/2024,127.9025,4.23,9.0,2024.0,3.0,36.0,1.0,3.0,248.0,0,1,127.9025,127.72165000000008
9/9/2024,127.842425,4.12,9.0,2024.0,3.0,37.0,2.0,1.0,253.0,0,1,127.842425,127.89118750000003
9/12/2024,128.065,4.09,9.0,2024.0,3.0,37.0,2.0,4.0,256.0,0,1,128.065,127.94805000000001
9/13/2024,127.94,4.0,9.0,2024.0,3.0,37.0,2.0,5.0,257.0,0,1,127.94,127.97077499999997
9/18/2024,128.175,3.95,9.0,2024.0,3.0,38.0,3.0,3.0,262.0,0,1,128.175,127.84012499999992
9/23/2024,127.819925,3.91,9.0,2024.0,3.0,39.0,4.0,1.0,267.0,0,1,127.819925,127.72699899999998
9/24/2024,127.9575,3.88,9.0,2024.0,3.0,39.0,4.0,2.0,268.0,0,1,127.9575,127.64422500000002
9/26/2024,128.1175,3.96,9.0,2024.0,3.0,39.0,4.0,4.0,270.0,0,1,128.1175,127.94820000000001
9/27/2024,127.9325,3.9,9.0,2024.0,3.0,39.0,4.0,5.0,271.0,0,1,127.9325,127.64320250000003
9/30/2024,127.830475,3.98,9.0,2024.0,3.0,40.0,5.0,1.0,274.0,0,1,127.830475,127.99298499999998
10/3/2024,128.0175,4.02,10.0,2024.0,4.0,40.0,1.0,4.0,277.0,0,1,128.0175,128.0462749999999
10/8/2024,127.9625,4.21,10.0,2024.0,4.0,41.0,2.0,2.0,282.0,0,1,127.9625,128.07000000000005
10/9/2024,128.0625,4.24,10.0,2024.0,4.0,41.0,2.0,3.0,283.0,0,1,128.0625,128.05810000000005
10/10/2024,128.08,4.22,10.0,2024.0,4.0,41.0,2.0,4.0,284.0,0,1,128.08,128.0518000000001
10/15/2024,127.995,4.18,10.0,2024.0,4.0,42.0,3.0,2.0,289.0,0,1,127.995,128.10772500000013
10/21/2024,128.104875,4.24,10.0,2024.0,4.0,43.0,4.0,1.0,295.0,0,1,128.104875,128.06686475000015
10/28/2024,127.952725,4.28,10.0,2024.0,4.0,44.0,5.0,1.0,302.0,0,1,127.952725,127.88477675000014
11/6/2024,127.9975,4.31,11.0,2024.0,4.0,45.0,2.0,3.0,311.0,0,1,127.9975,127.96915699999998
11/25/2024,128.3357,4.37,11.0,2024.0,4.0,48.0,5.0,1.0,330.0,0,1,128.3357,128.42890649999995
11/29/2024,128.685,4.3,11.0,2024.0,4.0,48.0,5.0,5.0,334.0,0,1,128.685,128.52144550000006
12/2/2024,128.5597,4.3,12.0,2024.0,4.0,49.0,1.0,1.0,337.0,0,1,128.5597,128.635839
12/13/2024,128.5825,4.24,12.0,2024.0,4.0,50.0,2.0,5.0,348.0,0,1,128.5825,128.56220000000005
12/16/2024,127.96115,4.24,12.0,2024.0,4.0,51.0,3.0,1.0,351.0,0,1,127.96115,128.2226450000001
12/23/2024,127.73115,4.26,12.0,2024.0,4.0,52.0,4.0,1.0,358.0,0,1,127.73115,128.28100825000018
1/2/2025,128.2275,4.17,1.0,2025.0,1.0,1.0,1.0,4.0,2.0,0,0,128.2275,128.57881350000014
1/7/2025,128.41735,4.19,1.0,2025.0,1.0,2.0,2.0,2.0,7.0,0,0,128.41735,128.1502777500001
1/14/2025,128.42745,4.22,1.0,2025.0,1.0,3.0,3.0,2.0,14.0,0,0,128.42745,128.37267199999997
