Date,Time,Currency,Mean-value,Buy,Sell
2020-11-26,12:00:00 AM,US DOLLAR,109.86,109.76,109.96
2020-11-27,12:00:00 AM,US DOLLAR,109.98,109.88,110.08
2020-11-30,12:00:00 AM,US DOLLAR,110.05,109.95,110.15
2020-12-01,12:00:00 AM,US DOLLAR,110.07,109.97,110.17
2020-12-02,12:00:00 AM,US DOLLAR,110.1,110.0,110.2
2020-12-03,12:00:00 AM,US DOLLAR,110.67,110.57,110.77
2020-12-04,12:00:00 AM,US DOLLAR,111.06,110.96,111.16
2020-12-07,12:00:00 AM,US DOLLAR,111.13,111.03,111.23
2020-12-08,12:00:00 AM,US DOLLAR,111.4,111.3,111.5
2020-12-09,12:00:00 AM,US DOLLAR,111.41,111.31,111.51
2020-12-10,12:00:00 AM,US DOLLAR,111.44,111.34,111.54
2020-12-11,12:00:00 AM,US DOLLAR,111.48,111.38,111.58
2020-12-14,12:00:00 AM,US DOLLAR,111.53,111.43,111.63
2020-12-15,12:00:00 AM,US DOLLAR,111.56,111.46,111.66
2020-12-16,12:00:00 AM,US DOLLAR,111.59,111.49,111.69
2020-12-17,12:00:00 AM,US DOLLAR,111.59,111.49,111.69
2020-12-18,12:00:00 AM,US DOLLAR,111.57,111.47,111.67
2020-12-21,12:00:00 AM,US DOLLAR,111.45,111.35,111.55
2020-12-22,12:00:00 AM,US DOLLAR,111.04,110.94,111.14
2020-12-23,12:00:00 AM,US DOLLAR,109.44,109.34,109.54
2020-12-24,12:00:00 AM,US DOLLAR,108.79,108.69,108.89
2020-12-28,12:00:00 AM,US DOLLAR,108.77,108.67,108.87
2020-12-29,12:00:00 AM,US DOLLAR,108.77,108.67,108.87
2020-12-30,12:00:00 AM,US DOLLAR,109.04,108.94,109.14
2020-12-31,12:00:00 AM,US DOLLAR,109.17,109.07,109.27
2021-01-04,12:00:00 AM,US DOLLAR,109.22,109.12,109.32
2021-01-05,12:00:00 AM,US DOLLAR,109.29,109.19,109.39
2021-01-06,12:00:00 AM,US DOLLAR,109.38,109.28,109.48
2021-01-07,12:00:00 AM,US DOLLAR,109.47,109.37,109.57
2021-01-08,12:00:00 AM,US DOLLAR,109.55,109.45,109.65
2021-01-11,12:00:00 AM,US DOLLAR,109.55,109.45,109.65
2021-01-12,12:00:00 AM,US DOLLAR,109.55,109.45,109.65
2021-01-13,12:00:00 AM,US DOLLAR,109.67,109.57,109.77
2021-01-14,12:00:00 AM,US DOLLAR,109.97,109.87,110.07
2021-01-15,12:00:00 AM,US DOLLAR,110.1,110.0,110.2
2021-01-18,12:00:00 AM,US DOLLAR,110.07,109.97,110.17
2021-01-19,12:00:00 AM,US DOLLAR,110.1,110.0,110.2
2021-01-20,12:00:00 AM,US DOLLAR,110.18,110.08,110.28
2021-01-21,12:00:00 AM,US DOLLAR,110.19,110.09,110.29
2021-01-22,12:00:00 AM,US DOLLAR,109.81,109.71,109.91
2021-01-25,12:00:00 AM,US DOLLAR,110.02,109.92,110.12
2021-01-26,12:00:00 AM,US DOLLAR,110.09,109.99,110.19
2021-01-27,12:00:00 AM,US DOLLAR,110.1,110.0,110.2
2021-01-28,12:00:00 AM,US DOLLAR,110.15,110.05,110.25
2021-01-29,12:00:00 AM,US DOLLAR,110.14,110.04,110.24
2021-02-01,12:00:00 AM,US DOLLAR,110.15,110.05,110.25
2021-02-02,12:00:00 AM,US DOLLAR,110.15,110.05,110.25
2021-02-03,12:00:00 AM,US DOLLAR,110.01,109.91,110.11
2021-02-04,12:00:00 AM,US DOLLAR,109.86,109.76,109.96
2021-02-05,12:00:00 AM,US DOLLAR,109.82,109.72,109.92
2021-02-08,12:00:00 AM,US DOLLAR,109.66,109.56,109.76
2021-02-09,12:00:00 AM,US DOLLAR,109.64,109.54,109.74
2021-02-10,12:00:00 AM,US DOLLAR,109.55,109.45,109.65
2021-02-11,12:00:00 AM,US DOLLAR,109.45,109.35,109.55
2021-02-12,12:00:00 AM,US DOLLAR,109.44,109.34,109.54
2021-02-15,12:00:00 AM,US DOLLAR,109.45,109.35,109.55
2021-02-16,12:00:00 AM,US DOLLAR,109.45,109.35,109.55
2021-02-17,12:00:00 AM,US DOLLAR,109.46,109.36,109.56
2021-02-18,12:00:00 AM,US DOLLAR,109.55,109.45,109.65
2021-02-19,12:00:00 AM,US DOLLAR,109.55,109.45,109.65
2021-02-22,12:00:00 AM,US DOLLAR,109.6,109.5,109.7
2021-02-23,12:00:00 AM,US DOLLAR,109.6,109.5,109.7
2021-02-24,12:00:00 AM,US DOLLAR,109.7,109.6,109.8
2021-02-25,12:00:00 AM,US DOLLAR,109.77,109.67,109.87
2021-02-26,12:00:00 AM,US DOLLAR,109.8,109.7,109.9
2021-03-01,12:00:00 AM,US DOLLAR,109.8,109.7,109.9
2021-03-02,12:00:00 AM,US DOLLAR,109.8,109.7,109.9
2021-03-03,12:00:00 AM,US DOLLAR,109.8,109.7,109.9
2021-03-04,12:00:00 AM,US DOLLAR,109.69,109.59,109.79
2021-03-05,12:00:00 AM,US DOLLAR,109.65,109.55,109.75
2021-03-08,12:00:00 AM,US DOLLAR,109.64,109.54,109.74
2021-03-09,12:00:00 AM,US DOLLAR,109.65,109.55,109.75
2021-03-10,12:00:00 AM,US DOLLAR,109.65,109.55,109.75
2021-03-11,12:00:00 AM,US DOLLAR,109.65,109.55,109.75
2021-03-12,12:00:00 AM,US DOLLAR,109.65,109.55,109.75
2021-03-15,12:00:00 AM,US DOLLAR,109.65,109.55,109.75
2021-03-16,12:00:00 AM,US DOLLAR,109.65,109.55,109.75
2021-03-17,12:00:00 AM,US DOLLAR,109.69,109.59,109.79
2021-03-18,12:00:00 AM,US DOLLAR,109.8,109.7,109.9
2021-03-19,12:00:00 AM,US DOLLAR,109.86,109.76,109.96
2021-03-22,12:00:00 AM,US DOLLAR,109.86,109.76,109.96
2021-03-23,12:00:00 AM,US DOLLAR,109.86,109.76,109.96
2021-03-24,12:00:00 AM,US DOLLAR,109.85,109.75,109.95
2021-03-25,12:00:00 AM,US DOLLAR,109.81,109.71,109.91
2021-03-26,12:00:00 AM,US DOLLAR,109.79,109.69,109.89
2021-03-29,12:00:00 AM,US DOLLAR,109.75,109.65,109.85
2021-03-30,12:00:00 AM,US DOLLAR,109.72,109.62,109.82
2021-03-31,12:00:00 AM,US DOLLAR,109.51,109.41,109.61
2021-04-01,12:00:00 AM,US DOLLAR,109.35,109.25,109.45
2021-04-06,12:00:00 AM,US DOLLAR,108.92,108.82,109.02
2021-04-07,12:00:00 AM,US DOLLAR,108.6,108.5,108.7
2021-04-08,12:00:00 AM,US DOLLAR,108.24,108.14,108.34
2021-04-09,12:00:00 AM,US DOLLAR,107.97,107.87,108.07
2021-04-12,12:00:00 AM,US DOLLAR,107.29,107.19,107.39
2021-04-13,12:00:00 AM,US DOLLAR,107.1,107.0,107.2
2021-04-14,12:00:00 AM,US DOLLAR,106.9,106.8,107.0
2021-04-15,12:00:00 AM,US DOLLAR,106.81,106.71,106.91
2021-04-16,12:00:00 AM,US DOLLAR,107.06,106.96,107.16
2021-04-19,12:00:00 AM,US DOLLAR,107.49,107.39,107.59
2021-04-20,12:00:00 AM,US DOLLAR,107.95,107.85,108.05
2021-04-21,12:00:00 AM,US DOLLAR,108.11,108.01,108.21
2021-04-22,12:00:00 AM,US DOLLAR,108.42,108.32,108.52
2021-04-23,12:00:00 AM,US DOLLAR,108.53,108.43,108.63
2021-04-26,12:00:00 AM,US DOLLAR,108.54,108.44,108.64
2021-04-27,12:00:00 AM,US DOLLAR,108.1,108.0,108.2
2021-04-28,12:00:00 AM,US DOLLAR,107.85,107.75,107.95
2021-04-29,12:00:00 AM,US DOLLAR,107.84,107.74,107.94
2021-04-30,12:00:00 AM,US DOLLAR,107.84,107.74,107.94
2021-05-03,12:00:00 AM,US DOLLAR,107.84,107.74,107.94
2021-05-04,12:00:00 AM,US DOLLAR,107.71,107.61,107.81
2021-05-05,12:00:00 AM,US DOLLAR,107.26,107.16,107.36
2021-05-06,12:00:00 AM,US DOLLAR,106.98,106.88,107.08
2021-05-07,12:00:00 AM,US DOLLAR,106.86,106.76,106.96
2021-05-10,12:00:00 AM,US DOLLAR,106.74,106.64,106.84
2021-05-11,12:00:00 AM,US DOLLAR,106.54,106.44,106.64
2021-05-12,12:00:00 AM,US DOLLAR,106.8,106.7,106.9
2021-05-13,12:00:00 AM,US DOLLAR,107.02,106.92,107.12
2021-05-17,12:00:00 AM,US DOLLAR,107.17,107.07,107.27
2021-05-18,12:00:00 AM,US DOLLAR,107.28,107.18,107.38
2021-05-19,12:00:00 AM,US DOLLAR,107.52,107.42,107.62
2021-05-20,12:00:00 AM,US DOLLAR,107.92,107.82,108.02
2021-05-21,12:00:00 AM,US DOLLAR,108.23,108.13,108.33
2021-05-24,12:00:00 AM,US DOLLAR,108.24,108.14,108.34
2021-05-25,12:00:00 AM,US DOLLAR,108.02,107.92,108.12
2021-05-26,12:00:00 AM,US DOLLAR,107.74,107.64,107.84
2021-05-27,12:00:00 AM,US DOLLAR,107.57,107.47,107.67
2021-05-28,12:00:00 AM,US DOLLAR,107.54,107.44,107.64
2021-05-31,12:00:00 AM,US DOLLAR,107.59,107.49,107.69
2021-06-02,12:00:00 AM,US DOLLAR,107.69,107.59,107.79
2021-06-03,12:00:00 AM,US DOLLAR,107.73,107.63,107.83
2021-06-04,12:00:00 AM,US DOLLAR,107.8,107.7,107.9
2021-06-07,12:00:00 AM,US DOLLAR,107.84,107.74,107.94
2021-06-08,12:00:00 AM,US DOLLAR,107.9,107.8,108.0
2021-06-09,12:00:00 AM,US DOLLAR,107.95,107.85,108.05
2021-06-10,12:00:00 AM,US DOLLAR,107.9,107.8,108.0
2021-06-11,12:00:00 AM,US DOLLAR,107.9,107.8,108.0
2021-06-14,12:00:00 AM,US DOLLAR,107.8,107.7,107.9
2021-06-15,12:00:00 AM,US DOLLAR,107.79,107.69,107.89
2021-06-16,12:00:00 AM,US DOLLAR,107.77,107.67,107.87
2021-06-17,12:00:00 AM,US DOLLAR,107.8,107.7,107.9
2021-06-18,12:00:00 AM,US DOLLAR,107.8,107.7,107.9
2021-06-21,12:00:00 AM,US DOLLAR,107.8,107.7,107.9
2021-06-22,12:00:00 AM,US DOLLAR,107.8,107.7,107.9
2021-06-23,12:00:00 AM,US DOLLAR,107.8,107.7,107.9
2021-06-24,12:00:00 AM,US DOLLAR,107.77,107.67,107.87
2021-06-25,12:00:00 AM,US DOLLAR,107.75,107.65,107.85
2021-06-28,12:00:00 AM,US DOLLAR,107.75,107.65,107.85
2021-06-29,12:00:00 AM,US DOLLAR,107.78,107.68,107.88
2021-06-30,12:00:00 AM,US DOLLAR,107.85,107.75,107.95
2021-07-01,12:00:00 AM,US DOLLAR,107.92,107.82,108.02
2021-07-02,12:00:00 AM,US DOLLAR,107.95,107.85,108.05
2021-07-05,12:00:00 AM,US DOLLAR,107.94,107.84,108.04
2021-07-06,12:00:00 AM,US DOLLAR,107.95,107.85,108.05
2021-07-07,12:00:00 AM,US DOLLAR,107.95,107.85,108.05
2021-07-08,12:00:00 AM,US DOLLAR,107.95,107.85,108.05
2021-07-09,12:00:00 AM,US DOLLAR,107.95,107.85,108.05
2021-07-12,12:00:00 AM,US DOLLAR,107.95,107.85,108.05
2021-07-13,12:00:00 AM,US DOLLAR,107.95,107.85,108.05
2021-07-14,12:00:00 AM,US DOLLAR,107.98,107.88,108.08
2021-07-15,12:00:00 AM,US DOLLAR,108.03,107.93,108.13
2021-07-16,12:00:00 AM,US DOLLAR,108.19,108.09,108.29
2021-07-19,12:00:00 AM,US DOLLAR,108.2,108.1,108.3
2021-07-21,12:00:00 AM,US DOLLAR,108.2,108.1,108.3
2021-07-22,12:00:00 AM,US DOLLAR,108.2,108.1,108.3
2021-07-23,12:00:00 AM,US DOLLAR,108.2,108.1,108.3
2021-07-26,12:00:00 AM,US DOLLAR,108.29,108.19,108.39
2021-07-27,12:00:00 AM,US DOLLAR,108.49,108.39,108.59
2021-07-28,12:00:00 AM,US DOLLAR,108.52,108.42,108.62
2021-07-29,12:00:00 AM,US DOLLAR,108.59,108.49,108.69
2021-07-30,12:00:00 AM,US DOLLAR,108.61,108.51,108.71
2021-08-02,12:00:00 AM,US DOLLAR,108.63,108.53,108.73
2021-08-03,12:00:00 AM,US DOLLAR,108.63,108.53,108.73
2021-08-04,12:00:00 AM,US DOLLAR,108.65,108.55,108.75
2021-08-05,12:00:00 AM,US DOLLAR,108.67,108.57,108.77
2021-08-06,12:00:00 AM,US DOLLAR,108.72,108.62,108.82
2021-08-09,12:00:00 AM,US DOLLAR,108.77,108.67,108.87
2021-08-10,12:00:00 AM,US DOLLAR,108.84,108.74,108.94
2021-08-11,12:00:00 AM,US DOLLAR,109.02,108.92,109.12
2021-08-12,12:00:00 AM,US DOLLAR,109.14,109.04,109.24
2021-08-13,12:00:00 AM,US DOLLAR,109.2,109.1,109.3
2021-08-16,12:00:00 AM,US DOLLAR,109.26,109.16,109.36
2021-08-17,12:00:00 AM,US DOLLAR,109.36,109.26,109.46
2021-08-18,12:00:00 AM,US DOLLAR,109.42,109.32,109.52
2021-08-19,12:00:00 AM,US DOLLAR,109.49,109.39,109.59
2021-08-20,12:00:00 AM,US DOLLAR,109.53,109.43,109.63
2021-08-23,12:00:00 AM,US DOLLAR,109.55,109.45,109.65
2021-08-24,12:00:00 AM,US DOLLAR,109.6,109.5,109.7
2021-08-25,12:00:00 AM,US DOLLAR,109.63,109.53,109.73
2021-08-26,12:00:00 AM,US DOLLAR,109.71,109.61,109.81
2021-08-27,12:00:00 AM,US DOLLAR,109.78,109.68,109.88
2021-08-30,12:00:00 AM,US DOLLAR,109.82,109.72,109.92
2021-08-31,12:00:00 AM,US DOLLAR,109.87,109.77,109.97
2021-09-01,12:00:00 AM,US DOLLAR,109.89,109.79,109.99
2021-09-02,12:00:00 AM,US DOLLAR,109.93,109.83,110.03
2021-09-03,12:00:00 AM,US DOLLAR,109.99,109.89,110.09
2021-09-06,12:00:00 AM,US DOLLAR,110.03,109.93,110.13
2021-09-07,12:00:00 AM,US DOLLAR,110.05,109.95,110.15
2021-09-08,12:00:00 AM,US DOLLAR,110.08,109.98,110.18
2021-09-09,12:00:00 AM,US DOLLAR,110.1,110.0,110.2
2021-09-10,12:00:00 AM,US DOLLAR,109.87,109.77,109.97
2021-09-13,12:00:00 AM,US DOLLAR,109.87,109.77,109.97
2021-09-14,12:00:00 AM,US DOLLAR,109.85,109.75,109.95
2021-09-15,12:00:00 AM,US DOLLAR,109.94,109.84,110.04
2021-09-16,12:00:00 AM,US DOLLAR,110.03,109.93,110.13
2021-09-17,12:00:00 AM,US DOLLAR,110.09,109.99,110.19
2021-09-20,12:00:00 AM,US DOLLAR,110.17,110.07,110.27
2021-09-21,12:00:00 AM,US DOLLAR,110.2,110.1,110.3
2021-09-22,12:00:00 AM,US DOLLAR,110.28,110.18,110.38
2021-09-23,12:00:00 AM,US DOLLAR,110.39,110.29,110.49
2021-09-24,12:00:00 AM,US DOLLAR,110.38,110.28,110.48
2021-09-27,12:00:00 AM,US DOLLAR,110.38,110.28,110.48
2021-09-28,12:00:00 AM,US DOLLAR,110.4,110.3,110.5
2021-09-29,12:00:00 AM,US DOLLAR,110.45,110.35,110.55
2021-09-30,12:00:00 AM,US DOLLAR,110.49,110.39,110.59
2021-10-01,12:00:00 AM,US DOLLAR,110.49,110.39,110.59
2021-10-04,12:00:00 AM,US DOLLAR,110.51,110.41,110.61
2021-10-05,12:00:00 AM,US DOLLAR,110.55,110.45,110.65
2021-10-06,12:00:00 AM,US DOLLAR,110.62,110.52,110.72
2021-10-07,12:00:00 AM,US DOLLAR,110.69,110.59,110.79
2021-10-08,12:00:00 AM,US DOLLAR,110.72,110.62,110.82
2021-10-12,12:00:00 AM,US DOLLAR,110.74,110.64,110.84
2021-10-13,12:00:00 AM,US DOLLAR,110.77,110.67,110.87
2021-10-14,12:00:00 AM,US DOLLAR,110.81,110.71,110.91
2021-10-15,12:00:00 AM,US DOLLAR,110.87,110.77,110.97
2021-10-18,12:00:00 AM,US DOLLAR,110.89,110.79,110.99
2021-10-19,12:00:00 AM,US DOLLAR,110.91,110.81,111.01
2021-10-21,12:00:00 AM,US DOLLAR,111.02,110.92,111.12
2021-10-22,12:00:00 AM,US DOLLAR,111.06,110.96,111.16
2021-10-25,12:00:00 AM,US DOLLAR,111.09,110.99,111.19
2021-10-26,12:00:00 AM,US DOLLAR,111.13,111.03,111.23
2021-10-27,12:00:00 AM,US DOLLAR,111.15,111.05,111.25
2021-10-28,12:00:00 AM,US DOLLAR,111.15,111.05,111.25
2021-10-29,12:00:00 AM,US DOLLAR,111.21,111.11,111.31
2021-11-01,12:00:00 AM,US DOLLAR,111.24,111.14,111.34
2021-11-02,12:00:00 AM,US DOLLAR,111.29,111.19,111.39
2021-11-03,12:00:00 AM,US DOLLAR,111.36,111.26,111.46
2021-11-04,12:00:00 AM,US DOLLAR,111.44,111.34,111.54
2021-11-05,12:00:00 AM,US DOLLAR,111.55,111.45,111.65
2021-11-08,12:00:00 AM,US DOLLAR,111.59,111.49,111.69
2021-11-09,12:00:00 AM,US DOLLAR,111.65,111.55,111.75
2021-11-10,12:00:00 AM,US DOLLAR,111.7,111.6,111.8
2021-11-11,12:00:00 AM,US DOLLAR,111.77,111.67,111.87
2021-11-12,12:00:00 AM,US DOLLAR,111.81,111.71,111.91
2021-11-15,12:00:00 AM,US DOLLAR,111.91,111.81,112.01
2021-11-16,12:00:00 AM,US DOLLAR,111.97,111.87,112.07
2021-11-17,12:00:00 AM,US DOLLAR,112.01,111.91,112.11
2021-11-18,12:00:00 AM,US DOLLAR,112.11,112.01,112.21
2021-11-19,12:00:00 AM,US DOLLAR,112.18,112.08,112.28
2021-11-22,12:00:00 AM,US DOLLAR,112.25,112.15,112.35
2021-11-23,12:00:00 AM,US DOLLAR,112.29,112.19,112.39
2021-11-24,12:00:00 AM,US DOLLAR,112.35,112.25,112.45
2021-11-25,12:00:00 AM,US DOLLAR,112.36,112.26,112.46
2021-11-26,12:00:00 AM,US DOLLAR,112.39,112.29,112.49
2021-11-29,12:00:00 AM,US DOLLAR,112.44,112.34,112.54
2021-11-30,12:00:00 AM,US DOLLAR,112.49,112.39,112.59
2021-12-01,12:00:00 AM,US DOLLAR,112.52,112.42,112.62
2021-12-02,12:00:00 AM,US DOLLAR,112.56,112.46,112.66
2021-12-03,12:00:00 AM,US DOLLAR,112.63,112.53,112.73
2021-12-06,12:00:00 AM,US DOLLAR,112.67,112.57,112.77
2021-12-07,12:00:00 AM,US DOLLAR,112.71,112.61,112.81
2021-12-08,12:00:00 AM,US DOLLAR,112.81,112.71,112.91
2021-12-09,12:00:00 AM,US DOLLAR,112.86,112.76,112.96
2021-12-10,12:00:00 AM,US DOLLAR,112.89,112.79,112.99
2021-12-14,12:00:00 AM,US DOLLAR,112.91,112.81,113.01
2021-12-15,12:00:00 AM,US DOLLAR,112.92,112.82,113.02
2021-12-16,12:00:00 AM,US DOLLAR,112.96,112.86,113.06
2021-12-17,12:00:00 AM,US DOLLAR,113.01,112.91,113.11
2021-12-20,12:00:00 AM,US DOLLAR,113.03,112.93,113.13
2021-12-21,12:00:00 AM,US DOLLAR,113.04,112.94,113.14
2021-12-22,12:00:00 AM,US DOLLAR,113.05,112.95,113.15
2021-12-23,12:00:00 AM,US DOLLAR,113.06,112.96,113.16
2021-12-24,12:00:00 AM,US DOLLAR,113.08,112.98,113.18
2021-12-28,12:00:00 AM,US DOLLAR,113.1,113.0,113.2
2021-12-29,12:00:00 AM,US DOLLAR,113.11,113.01,113.21
2021-12-30,12:00:00 AM,US DOLLAR,113.13,113.03,113.23
2021-12-31,12:00:00 AM,US DOLLAR,113.14,113.04,113.24
2022-01-03,12:00:00 AM,US DOLLAR,113.14,113.04,113.24
2022-01-04,12:00:00 AM,US DOLLAR,113.16,113.06,113.26
2022-01-05,12:00:00 AM,US DOLLAR,113.17,113.07,113.27
2022-01-06,12:00:00 AM,US DOLLAR,113.19,113.09,113.29
2022-01-07,12:00:00 AM,US DOLLAR,113.22,113.12,113.32
2022-01-10,12:00:00 AM,US DOLLAR,113.24,113.14,113.34
2022-01-11,12:00:00 AM,US DOLLAR,113.28,113.18,113.38
2022-01-12,12:00:00 AM,US DOLLAR,113.31,113.21,113.41
2022-01-13,12:00:00 AM,US DOLLAR,113.33,113.23,113.43
2022-01-14,12:00:00 AM,US DOLLAR,113.37,113.27,113.47
2022-01-17,12:00:00 AM,US DOLLAR,113.39,113.29,113.49
2022-01-18,12:00:00 AM,US DOLLAR,113.41,113.31,113.51
2022-01-19,12:00:00 AM,US DOLLAR,113.47,113.37,113.57
2022-01-20,12:00:00 AM,US DOLLAR,113.5,113.4,113.6
2022-01-21,12:00:00 AM,US DOLLAR,113.52,113.42,113.62
2022-01-24,12:00:00 AM,US DOLLAR,113.53,113.43,113.63
2022-01-25,12:00:00 AM,US DOLLAR,113.54,113.44,113.64
2022-01-26,12:00:00 AM,US DOLLAR,113.55,113.45,113.65
2022-01-27,12:00:00 AM,US DOLLAR,113.55,113.45,113.65
2022-01-28,12:00:00 AM,US DOLLAR,113.57,113.47,113.67
2022-01-31,12:00:00 AM,US DOLLAR,113.57,113.47,113.67
2022-02-01,12:00:00 AM,US DOLLAR,113.58,113.48,113.68
2022-02-02,12:00:00 AM,US DOLLAR,113.58,113.48,113.68
2022-02-03,12:00:00 AM,US DOLLAR,113.59,113.49,113.69
2022-02-04,12:00:00 AM,US DOLLAR,113.6,113.5,113.7
2022-02-07,12:00:00 AM,US DOLLAR,113.61,113.51,113.71
2022-02-08,12:00:00 AM,US DOLLAR,113.62,113.52,113.72
2022-02-09,12:00:00 AM,US DOLLAR,113.63,113.53,113.73
2022-02-10,12:00:00 AM,US DOLLAR,113.63,113.53,113.73
2022-02-11,12:00:00 AM,US DOLLAR,113.63,113.53,113.73
2022-02-14,12:00:00 AM,US DOLLAR,113.63,113.53,113.73
2022-02-15,12:00:00 AM,US DOLLAR,113.63,113.53,113.73
2022-02-16,12:00:00 AM,US DOLLAR,113.64,113.54,113.74
2022-02-17,12:00:00 AM,US DOLLAR,113.64,113.54,113.74
2022-02-18,12:00:00 AM,US DOLLAR,113.67,113.57,113.77
2022-02-21,12:00:00 AM,US DOLLAR,113.69,113.59,113.79
2022-02-22,12:00:00 AM,US DOLLAR,113.69,113.59,113.79
2022-02-23,12:00:00 AM,US DOLLAR,113.74,113.64,113.84
2022-02-24,12:00:00 AM,US DOLLAR,113.8,113.7,113.9
2022-02-25,12:00:00 AM,US DOLLAR,113.82,113.72,113.92
2022-02-28,12:00:00 AM,US DOLLAR,113.84,113.74,113.94
2022-03-01,12:00:00 AM,US DOLLAR,113.84,113.74,113.94
2022-03-02,12:00:00 AM,US DOLLAR,113.85,113.75,113.95
2022-03-03,12:00:00 AM,US DOLLAR,113.89,113.79,113.99
2022-03-04,12:00:00 AM,US DOLLAR,113.91,113.81,114.01
2022-03-07,12:00:00 AM,US DOLLAR,113.95,113.85,114.05
2022-03-08,12:00:00 AM,US DOLLAR,114.01,113.91,114.11
2022-03-09,12:00:00 AM,US DOLLAR,114.08,113.98,114.18
2022-03-10,12:00:00 AM,US DOLLAR,114.14,114.04,114.24
2022-03-11,12:00:00 AM,US DOLLAR,114.18,114.08,114.28
2022-03-14,12:00:00 AM,US DOLLAR,114.19,114.09,114.29
2022-03-15,12:00:00 AM,US DOLLAR,114.23,114.13,114.33
2022-03-16,12:00:00 AM,US DOLLAR,114.29,114.19,114.39
2022-03-17,12:00:00 AM,US DOLLAR,114.31,114.22,114.41
2022-03-18,12:00:00 AM,US DOLLAR,114.38,114.28,114.48
2022-03-21,12:00:00 AM,US DOLLAR,114.4,114.3,114.5
2022-03-22,12:00:00 AM,US DOLLAR,114.44,114.34,114.54
2022-03-23,12:00:00 AM,US DOLLAR,114.5,114.4,114.6
2022-03-24,12:00:00 AM,US DOLLAR,114.6,114.5,114.7
2022-03-25,12:00:00 AM,US DOLLAR,114.69,114.59,114.79
2022-03-28,12:00:00 AM,US DOLLAR,114.75,114.65,114.85
2022-03-29,12:00:00 AM,US DOLLAR,114.82,114.72,114.92
2022-03-30,12:00:00 AM,US DOLLAR,114.87,114.77,114.97
2022-03-31,12:00:00 AM,US DOLLAR,114.95,114.85,115.05
2022-04-01,12:00:00 AM,US DOLLAR,114.95,114.85,115.05
2022-04-04,12:00:00 AM,US DOLLAR,115.04,114.94,115.14
2022-04-01,12:00:00 AM,US DOLLAR,115.0,114.9,115.1
2022-04-05,12:00:00 AM,US DOLLAR,115.1,115.0,115.2
2022-04-06,12:00:00 AM,US DOLLAR,115.12,115.02,115.22
2022-04-07,12:00:00 AM,US DOLLAR,115.19,115.09,115.29
2022-04-08,12:00:00 AM,US DOLLAR,115.29,115.19,115.39
2022-04-11,12:00:00 AM,US DOLLAR,115.33,115.23,115.43
2022-04-12,12:00:00 AM,US DOLLAR,115.38,115.28,115.48
2022-04-13,12:00:00 AM,US DOLLAR,115.41,115.31,115.51
2022-04-14,12:00:00 AM,US DOLLAR,115.44,115.34,115.54
2022-04-19,12:00:00 AM,US DOLLAR,115.48,115.38,115.58
2022-04-20,12:00:00 AM,US DOLLAR,115.51,115.41,115.61
2022-04-21,12:00:00 AM,US DOLLAR,115.54,115.44,115.64
2022-04-22,12:00:00 AM,US DOLLAR,115.6,115.5,115.7
2022-04-25,12:00:00 AM,US DOLLAR,115.65,115.55,115.75
2022-04-26,12:00:00 AM,US DOLLAR,115.7,115.6,115.8
2022-04-27,12:00:00 AM,US DOLLAR,115.74,115.64,115.84
2022-04-28,12:00:00 AM,US DOLLAR,115.77,115.67,115.87
2022-05-04,12:00:00 AM,US DOLLAR,115.81,115.71,115.91
2022-05-05,12:00:00 AM,US DOLLAR,115.84,115.74,115.94
2022-05-06,12:00:00 AM,US DOLLAR,115.9,115.8,116.0
2022-05-09,12:00:00 AM,US DOLLAR,115.95,115.85,116.05
2022-05-10,12:00:00 AM,US DOLLAR,116.0,115.9,116.1
2022-05-11,12:00:00 AM,US DOLLAR,116.07,115.97,116.17
2022-05-12,12:00:00 AM,US DOLLAR,116.1,116.0,116.2
2022-05-13,12:00:00 AM,US DOLLAR,116.12,116.02,116.22
2022-05-16,12:00:00 AM,US DOLLAR,116.17,116.07,116.27
2022-05-17,12:00:00 AM,US DOLLAR,116.24,116.14,116.34
2022-05-18,12:00:00 AM,US DOLLAR,116.32,116.22,116.42
2022-05-19,12:00:00 AM,US DOLLAR,116.37,116.28,116.47
2022-05-20,12:00:00 AM,US DOLLAR,116.41,116.31,116.51
2022-05-23,12:00:00 AM,US DOLLAR,116.47,116.37,116.57
2022-05-24,12:00:00 AM,US DOLLAR,116.52,116.42,116.62
2022-05-25,12:00:00 AM,US DOLLAR,116.58,116.48,116.68
2022-05-26,12:00:00 AM,US DOLLAR,116.62,116.52,116.72
2022-05-27,12:00:00 AM,US DOLLAR,116.69,116.59,116.79
2022-05-30,12:00:00 AM,US DOLLAR,116.71,116.61,116.81
2022-05-31,12:00:00 AM,US DOLLAR,116.74,116.64,116.84
2022-06-02,12:00:00 AM,US DOLLAR,116.81,116.71,116.91
2022-06-03,12:00:00 AM,US DOLLAR,116.83,116.73,116.93
2022-06-06,12:00:00 AM,US DOLLAR,116.85,116.75,116.95
2022-06-07,12:00:00 AM,US DOLLAR,116.9,116.8,117.0
2022-06-08,12:00:00 AM,US DOLLAR,116.95,116.85,117.05
2022-06-09,12:00:00 AM,US DOLLAR,117.01,116.91,117.11
2022-06-10,12:00:00 AM,US DOLLAR,117.05,116.95,117.15
2022-06-13,12:00:00 AM,US DOLLAR,117.1,117.0,117.2
2022-06-14,12:00:00 AM,US DOLLAR,117.17,117.07,117.27
