Column1.1,Column3
11/11/2021,111.77
11/12/2021,111.81
11/15/2021,111.91
11/16/2021,111.97
11/17/2021,112.01
11/18/2021,112.11
11/19/2021,112.18
11/22/2021,112.25
11/23/2021,112.29
11/24/2021,112.35
11/25/2021,112.36
11/26/2021,112.39
11/29/2021,112.44
11/30/2021,112.49
12/1/2021,112.52
12/2/2021,112.56
12/3/2021,112.63
12/6/2021,112.67
12/7/2021,112.71
12/8/2021,112.81
12/9/2021,112.86
12/10/2021,112.89
12/14/2021,112.91
12/15/2021,112.92
12/16/2021,112.96
12/17/2021,113.01
12/20/2021,113.03
12/21/2021,113.04
12/22/2021,113.05
12/23/2021,113.06
12/24/2021,113.08
12/28/2021,113.1
12/29/2021,113.11
12/30/2021,113.13
12/31/2021,113.14
1/3/2022,113.14
1/4/2022,113.16
1/5/2022,113.17
1/6/2022,113.19
1/7/2022,113.22
1/10/2022,113.24
1/11/2022,113.28
1/12/2022,113.31
1/13/2022,113.33
1/14/2022,113.37
1/17/2022,113.39
1/18/2022,113.41
1/19/2022,113.47
1/20/2022,113.5
1/21/2022,113.52
1/24/2022,113.53
1/25/2022,113.54
1/26/2022,113.55
1/27/2022,113.55
1/28/2022,113.57
1/31/2022,113.57
2/1/2022,113.58
2/2/2022,113.58
2/3/2022,113.59
2/4/2022,113.6
2/7/2022,113.61
2/8/2022,113.62
2/9/2022,113.63
2/10/2022,113.63
2/11/2022,113.63
2/14/2022,113.63
2/15/2022,113.63
2/16/2022,113.64
2/17/2022,113.64
2/18/2022,113.67
2/21/2022,113.69
2/22/2022,113.69
2/23/2022,113.74
2/24/2022,113.8
2/25/2022,113.82
2/28/2022,113.84
3/1/2022,113.84
3/2/2022,113.85
3/3/2022,113.89
3/4/2022,113.91
3/7/2022,113.95
3/8/2022,114.01
3/9/2022,114.08
3/10/2022,114.14
3/11/2022,114.18
3/14/2022,114.19
3/15/2022,114.23
3/16/2022,114.29
3/17/2022,114.31
3/18/2022,114.38
3/21/2022,114.4
3/22/2022,114.44
3/23/2022,114.5
3/24/2022,114.6
3/25/2022,114.69
3/28/2022,114.75
3/29/2022,114.82
3/30/2022,114.87
3/31/2022,114.95
4/1/2022,114.95
4/4/2022,115.04
4/1/2022,115
4/5/2022,115.1
4/6/2022,115.12
4/7/2022,115.19
4/8/2022,115.29
4/11/2022,115.33
4/12/2022,115.38
4/13/2022,115.41
4/14/2022,115.44
4/19/2022,115.48
4/20/2022,115.51
4/21/2022,115.54
4/22/2022,115.6
4/25/2022,115.65
4/26/2022,115.7
4/27/2022,115.74
4/28/2022,115.77
5/4/2022,115.81
5/5/2022,115.84
5/6/2022,115.9
5/9/2022,115.95
5/10/2022,116
5/11/2022,116.07
5/12/2022,116.1
5/13/2022,116.12
5/16/2022,116.17
5/17/2022,116.24
5/18/2022,116.32
5/19/2022,116.37
5/20/2022,116.41
5/23/2022,116.47
5/24/2022,116.52
5/25/2022,116.58
5/26/2022,116.62
5/27/2022,116.69
5/30/2022,116.71
5/31/2022,116.74
6/2/2022,116.81
6/3/2022,116.83
6/6/2022,116.85
6/7/2022,116.9
6/8/2022,116.95
6/9/2022,117.01
6/10/2022,117.05
6/13/2022,117.1
6/14/2022,117.17
6/15/2022,117.24
6/16/2022,117.29
6/17/2022,117.33
6/20/2022,117.4
6/21/2022,117.44
6/22/2022,117.51
6/23/2022,117.57
6/24/2022,117.66
6/27/2022,117.69
6/28/2022,117.7
6/29/2022,117.79
6/30/2022,117.83
7/1/2022,117.87
7/4/2022,117.9
7/5/2022,117.95
7/6/2022,117.99
7/7/2022,118.03
7/8/2022,118.07
7/12/2022,118.13
7/13/2022,118.18
7/14/2022,118.23
7/15/2022,118.27
7/18/2022,118.33
7/19/2022,118.39
7/20/2022,118.45
7/21/2022,118.52
7/22/2022,118.57
7/25/2022,118.62
7/26/2022,118.66
7/27/2022,118.72
7/28/2022,118.76
7/29/2022,118.8
8/1/2022,118.85
8/2/2022,118.91
8/3/2022,118.99
8/4/2022,119.03
8/5/2022,119.09
8/8/2022,119.13
8/10/2022,119.17
8/11/2022,119.24
8/12/2022,119.31
8/15/2022,119.36
8/16/2022,119.41
8/17/2022,119.45
8/18/2022,119.47
8/19/2022,119.57
8/22/2022,119.63
8/23/2022,119.72
8/24/2022,119.8
8/25/2022,119.86
8/26/2022,119.91
8/29/2022,119.93
8/30/2022,119.98
8/31/2022,120.01
9/1/2022,120.05
9/2/2022,120.12
9/5/2022,120.18
9/6/2022,120.22
9/7/2022,120.26
9/8/2022,120.28
9/9/2022,120.31
9/12/2022,120.34
9/14/2022,120.37
9/15/2022,120.41
9/16/2022,120.41
9/19/2022,120.43
9/20/2022,120.46
9/21/2022,120.5
9/22/2022,120.54
9/23/2022,120.56
9/26/2022,120.6
9/27/2022,120.62
9/28/2022,120.67
9/29/2022,120.7
9/30/2022,120.73
10/3/2022,120.78
10/4/2022,120.79
10/5/2022,120.81
10/6/2022,120.82
10/7/2022,120.85
10/11/2022,120.86
10/12/2022,120.91
10/13/2022,120.94
10/14/2022,120.97
10/17/2022,121.03
10/18/2022,121.07
10/19/2022,121.11
10/21/2022,121.14
10/24/2022,121.17
10/25/2022,121.19
10/26/2022,121.23
10/27/2022,121.27
10/28/2022,121.31
10/31/2022,121.33
11/1/2022,121.38
11/2/2022,121.41
11/3/2022,121.45
11/4/2022,121.5
11/7/2022,121.54
11/8/2022,121.61
11/9/2022,121.67
11/10/2022,121.74
11/11/2022,121.78
11/14/2022,121.83
11/15/2022,121.9
11/16/2022,121.93
11/17/2022,121.98
11/18/2022,122.03
11/21/2022,122.08
11/22/2022,122.13
11/23/2022,122.18
11/24/2022,122.23
11/25/2022,122.28
11/28/2022,122.34
11/29/2022,122.38
11/30/2022,122.45
12/1/2022,122.5
12/2/2022,122.53
12/5/2022,122.59
12/6/2022,122.63
12/7/2022,122.69
12/8/2022,122.74
12/9/2022,122.79
12/13/2022,122.84
12/14/2022,122.9
12/15/2022,122.94
12/16/2022,122.99
12/19/2022,123.05
12/20/2022,123.09
12/21/2022,123.14
12/22/2022,123.16
12/23/2022,123.21
12/28/2022,123.26
12/29/2022,123.33
12/30/2022,123.37
1/3/2023,123.42
1/4/2023,123.44
1/5/2023,123.48
1/6/2023,123.55
1/9/2023,123.59
1/10/2023,123.65
1/11/2023,123.72
1/12/2023,123.78
1/13/2023,123.84
1/16/2023,123.89
1/17/2023,123.94
1/18/2023,124.01
1/19/2023,124.05
1/20/2023,124.09
1/23/2023,124.13
1/24/2023,124.17
1/25/2023,124.25
1/26/2023,124.3
1/27/2023,124.35
1/30/2023,124.39
1/31/2023,124.4
2/1/2023,124.48
2/2/2023,124.52
2/3/2023,124.59
2/6/2023,124.66
2/7/2023,124.8
2/8/2023,124.88
2/9/2023,124.98
2/10/2023,125.08
2/13/2023,125.19
2/14/2023,125.27
2/15/2023,125.38
2/16/2023,125.52
2/17/2023,125.63
2/20/2023,125.77
2/21/2023,125.94
2/22/2023,126.08
2/23/2023,126.27
2/24/2023,126.43
2/27/2023,126.61
2/28/2023,126.85
3/1/2023,127.08
3/2/2023,127.29
3/3/2023,127.54
3/6/2023,127.76
3/7/2023,128.11
3/8/2023,128.36
3/9/2023,128.59
3/10/2023,128.89
3/13/2023,129.24
3/14/2023,129.45
3/15/2023,129.59
3/16/2023,129.76
3/17/2023,129.88
3/20/2023,130.01
3/20/2023,130.01
3/21/2023,130.32
3/22/2023,130.62
3/23/2023,130.99
3/24/2023,131.27
3/27/2023,131.4
3/28/2023,131.53
3/29/2023,131.78
3/30/2023,132.13
3/31/2023,132.33
4/3/2023,132.52
4/4/2023,132.67
4/5/2023,132.94
4/6/2023,133.3
4/11/2023,133.59
4/12/2023,133.72
4/13/2023,133.95
4/14/2023,134.35
4/17/2023,134.57
4/18/2023,134.74
4/19/2023,134.97
4/20/2023,135.19
4/24/2023,135.31
4/25/2023,135.48
4/26/2023,135.66
4/27/2023,135.83
4/28/2023,135.91
5/2/2023,136.02
5/3/2023,136.15
5/4/2023,136.26
5/5/2023,136.4
5/8/2023,136.47
5/9/2023,136.59
5/10/2023,136.68
5/11/2023,136.79
5/12/2023,136.88
5/15/2023,136.98
5/16/2023,137.1
5/18/2023,137.37
5/17/2023,137.24
5/19/2023,137.49
5/22/2023,137.63
5/23/2023,137.76
5/24/2023,137.96
5/25/2023,138.13
5/26/2023,138.25
5/29/2023,138.33
5/30/2023,138.42
5/31/2023,138.49
6/2/2023,138.61
6/5/2023,138.76
6/6/2023,138.87
6/7/2023,138.97
6/8/2023,139.11
6/9/2023,139.22
6/12/2023,139.35
6/13/2023,139.48
6/14/2023,139.63
6/15/2023,139.71
6/16/2023,139.87
6/19/2023,140.04
6/20/2023,140.12
6/21/2023,140.2
6/22/2023,140.31
6/23/2023,140.4
6/26/2023,140.44
6/27/2023,140.44
6/29/2023,140.45
6/30/2023,140.52
7/3/2023,140.57
7/4/2023,140.67
7/5/2023,140.72
7/6/2023,140.78
7/7/2023,140.92
7/10/2023,140.99
7/11/2023,141.06
7/12/2023,141.21
7/13/2023,141.29
7/14/2023,141.38
7/17/2023,141.44
7/18/2023,141.5
7/19/2023,141.59
7/20/2023,141.7
7/21/2023,141.77
7/24/2023,141.84
7/25/2023,142
7/26/2023,142.12
7/27/2023,142.2
7/28/2023,142.3
7/31/2023,142.36
8/1/2023,142.53
8/2/2023,142.64
8/3/2023,142.78
8/4/2023,142.89
8/7/2023,142.99
8/8/2023,143.12
8/9/2023,143.27
8/10/2023,143.44
8/11/2023,143.58
8/14/2023,143.61
8/15/2023,143.76
8/16/2023,143.91
8/17/2023,144.04
8/18/2023,144.18
8/21/2023,144.32
8/22/2023,144.41
8/23/2023,144.56
8/24/2023,144.72
8/25/2023,144.87
8/28/2023,144.99
8/29/2023,145.15
8/30/2023,145.26
8/31/2023,145.41
9/1/2023,145.51
9/4/2023,145.63
9/5/2023,145.76
9/6/2023,145.91
9/7/2023,146.04
9/8/2023,146.14
9/11/2023,146.22
9/12/2023,146.36
9/13/2023,146.49
9/14/2023,146.66
9/15/2023,146.79
9/18/2023,146.91
9/19/2023,147.01
9/20/2023,147.14
9/21/2023,147.26
9/22/2023,147.36
9/25/2023,147.47
9/26/2023,147.64
9/27/2023,147.81
9/28/2023,147.94
9/29/2023,148.1
10/2/2023,148.2
10/3/2023,148.32
10/4/2023,148.45
10/5/2023,148.56
10/6/2023,148.69
10/9/2023,148.79
10/11/2023,148.88
10/12/2023,149.01
10/13/2023,149.13
10/16/2023,149.27
10/17/2023,149.44
10/18/2023,149.58
10/19/2023,149.79
10/23/2023,149.94
10/24/2023,150.07
10/25/2023,150.17
10/26/2023,150.27
10/27/2023,150.36
10/30/2023,150.46
10/31/2023,150.56
11/1/2023,150.7
11/2/2023,150.86
11/3/2023,151.06
11/6/2023,151.16
11/7/2023,151.27
11/8/2023,151.38
11/9/2023,151.53
11/10/2023,151.68
11/14/2023,151.84
11/15/2023,151.94
11/16/2023,152.11
11/17/2023,152.23
11/20/2023,152.34
11/21/2023,152.45
11/22/2023,152.55
11/23/2023,152.69
11/24/2023,152.81
11/27/2023,152.9
11/28/2023,152.97
11/29/2023,153.06
11/30/2023,153.15
12/1/2023,153.24
12/4/2023,153.24
12/5/2023,153.28
12/6/2023,153.29
12/7/2023,153.32
12/8/2023,153.34
12/11/2023,153.34
12/13/2023,153.35
12/14/2023,153.37
12/15/2023,153.74
12/18/2023,153.78
12/19/2023,154.16
12/20/2023,154.39
12/21/2023,154.69
12/22/2023,155.09
12/27/2023,155.47
12/28/2023,156.09
12/29/2023,156.46
1/2/2024,156.99
1/2/2024,157.32
1/3/2024,157.32
1/4/2024,156.41
1/5/2024,156.675
1/8/2024,154.9456
1/9/2024,156.9375
1/10/2024,157.375
1/11/2024,157.9375
1/12/2024,158.2475
1/15/2024,157.38005
1/16/2024,158.815
1/17/2024,158.225
1/18/2024,159.0625
1/19/2024,160.7625
1/22/2024,158.854725
1/23/2024,161.5625
1/24/2024,161.9125
1/25/2024,162.2675
1/26/2024,162.315
1/29/2024,161.3446
1/30/2024,160.875
1/31/2024,160.3
2/1/2024,159.725
2/2/2024,160.015
2/5/2024,162.074625
2/6/2024,161.01755
2/7/2024,159.725
2/8/2024,159.525
2/9/2024,159
2/12/2024,159.407725
2/13/2024,157.7575
2/14/2024,156.25
2/15/2024,151.75
2/16/2024,147.6875
2/19/2024,142.0508
2/20/2024,143.495
2/21/2024,144.75
2/22/2024,145
2/23/2024,145.125
2/26/2024,143.03245
2/27/2024,145.375
2/28/2024,145.125
2/29/2024,145.145
3/1/2024,145.625
3/4/2024,143.951775
3/5/2024,143.145
3/6/2024,142
3/7/2024,142.175
3/8/2024,140.8225
3/11/2024,139.858875
3/12/2024,138.775
3/13/2024,137.52715
3/14/2024,136.125
3/15/2024,133.875
3/18/2024,135.437075
3/19/2024,134.035
3/20/2024,132.625
3/21/2024,132.2175
3/22/2024,131.5
3/25/2024,130.954675
3/26/2024,131
3/27/2024,130.455
3/28/2024,131.1975
3/29/2024,131.5275
4/1/2024,130.9225
4/2/2024,130.5625
4/3/2024,130.0625
4/4/2024,129.7425
4/5/2024,129
4/8/2024,128.9775
4/9/2024,126.8825
4/10/2024,129.035
4/11/2024,128.9975
4/12/2024,129.005
4/15/2024,127.1271
4/16/2024,130.125
4/17/2024,130.9375
4/18/2024,131.625
4/19/2024,132.075
4/22/2024,130.9225
4/23/2024,132.9975
4/24/2024,133.25
4/25/2024,133.625
4/26/2024,133.875
4/29/2024,132.2402
4/30/2024,134
5/1/2024,133.3725
5/2/2024,134
5/3/2024,133.875
5/6/2024,131.8075
5/7/2024,132.875
5/8/2024,131.875
5/9/2024,130.125
5/10/2024,130.1225
5/13/2024,130.3375
5/14/2024,129.859975
5/15/2024,129.125
5/16/2024,129.1675
5/17/2024,130
5/20/2024,129.365
5/21/2024,128.0275
5/22/2024,130.6425
5/23/2024,130.85
5/24/2024,131.875
5/27/2024,130.015
5/28/2024,131.825
5/29/2024,130.3125
5/30/2024,130.2525
5/31/2024,129.125
6/3/2024,129.5
6/4/2024,129.5225
6/5/2024,129.8225
6/6/2024,129.5
6/7/2024,129.0925
6/10/2024,130.065
6/11/2024,128.4925
6/12/2024,127.875
6/13/2024,127.5625
6/14/2024,127.6875
6/17/2024,128.42
6/18/2024,127.625
6/19/2024,128.135
6/20/2024,127.9475
6/21/2024,127.375
6/24/2024,128.1175
6/25/2024,127.8925
6/26/2024,127.7225
6/27/2024,127.8125
6/28/2024,128.1625
7/1/2024,128.202425
7/2/2024,127.915
7/3/2024,127.66
7/4/2024,127.5825
7/5/2024,127.1925
7/8/2024,126.82
7/9/2024,126.7725
7/10/2024,126.98
7/11/2024,128.03
7/12/2024,128.1875
7/15/2024,126.70285
7/16/2024,128.3125
7/17/2024,127.2575
7/18/2024,127.3275
7/19/2024,129.555
7/22/2024,128.335
7/23/2024,130.4375
7/24/2024,131.625
7/25/2024,131.875
7/26/2024,129.6175
7/29/2024,129.266375
7/30/2024,129.63
7/31/2024,128.6625
8/1/2024,128.25
8/2/2024,128.875
8/5/2024,128.0657
8/6/2024,129
8/7/2024,128.4375
8/8/2024,128.1575
8/9/2024,128.535
8/12/2024,128.325425
8/13/2024,127.94
8/14/2024,128
8/15/2024,128.3075
8/16/2024,129.2125
8/19/2024,127.928025
8/20/2024,127.8075
8/21/2024,127.8925
8/22/2024,127.9575
8/23/2024,128.0125
8/26/2024,127.9183
8/27/2024,127.9675
8/28/2024,127.93
8/29/2024,127.8375
8/30/2024,127.9375
9/2/2024,128.01265
9/3/2024,127.71765
9/4/2024,127.9025
9/5/2024,127.5725
9/6/2024,127.6975
9/9/2024,127.842425
9/10/2024,127.8425
9/11/2024,127.9975
9/12/2024,128.065
9/13/2024,127.94
9/16/2024,128.0875
9/17/2024,128.0225
9/18/2024,128.175
9/19/2024,128.1425
9/20/2024,128.0275
9/23/2024,127.819925
9/24/2024,127.9575
9/25/2024,127.75
9/26/2024,128.1175
9/27/2024,127.9325
9/30/2024,127.830475
10/1/2024,128.1425
10/2/2024,128.05
10/3/2024,128.0175
10/4/2024,128.0125
10/7/2024,128.1075
10/8/2024,127.9625
10/9/2024,128.0625
10/10/2024,128.08
10/11/2024,128.0175
10/14/2024,127.9057
10/15/2024,127.995
10/16/2024,128.12
10/17/2024,128.12
10/18/2024,128.13
10/21/2024,128.104875
10/22/2024,128.0925
10/23/2024,128.0925
10/24/2024,127.9675
10/25/2024,128.40275
10/28/2024,127.952725
10/29/2024,128.0375
10/30/2024,127.6625
10/31/2024,127.94
11/1/2024,127.9725
11/4/2024,127.6572
11/5/2024,128.0075
11/6/2024,127.9975
11/7/2024,127.9725
11/8/2024,127.93
11/11/2024,128.269075
11/12/2024,128.135
11/13/2024,128.36845
11/14/2024,128.375
11/15/2024,128.675
11/18/2024,128.475475
11/19/2024,127.7525
11/20/2024,128.3875
11/21/2024,128.3075
11/22/2024,128.55
11/25/2024,128.3357
11/26/2024,128.515
11/27/2024,128.5825
11/28/2024,128.47
11/29/2024,128.685
12/2/2024,128.5597
12/3/2024,128.795
12/4/2024,128.625
12/5/2024,128.575
12/6/2024,128.465
12/9/2024,128.32375
12/10/2024,128.415
12/11/2024,128.6525
12/12/2024,128.58
12/13/2024,128.5825
12/16/2024,127.96115
12/17/2024,128.124975
12/18/2024,128.25
12/19/2024,128.26
12/20/2024,128.52
12/23/2024,127.73115
12/24/2024,128.3075
12/25/2024,128.13
12/26/2024,128.04
12/27/2024,128.1475
12/30/2024,128.28045
12/31/2024,128.26
1/2/2025,128.2275
1/3/2025,128.346175
1/6/2025,127.89225
1/7/2025,128.41735
1/8/2025,128.515
1/9/2025,128.485175
1/10/2025,128.4945
1/13/2025,128.75565
1/14/2025,128.42745
1/15/2025,128.292175
1/16/2025,128.584425
1/17/2025,128.50095
1/20/2025,128.353675
1/21/2025,128.174825
1/22/2025,128.555
1/23/2025,129.42
