Date.1,Time,Mean-value,Month,Day,Week-of-year,Quarter,Day-of-week
6/9/2020,12:00:00 AM,106.3,6,9,24,2,2
6/10/2020,12:00:00 AM,106.43,6,10,24,2,3
6/11/2020,12:00:00 AM,106.6,6,11,24,2,4
6/12/2020,12:00:00 AM,106.5,6,12,24,2,5
6/15/2020,12:00:00 AM,106.45,6,15,25,2,1
6/16/2020,12:00:00 AM,106.49,6,16,25,2,2
6/17/2020,12:00:00 AM,106.49,6,17,25,2,3
6/18/2020,12:00:00 AM,106.32,6,18,25,2,4
6/19/2020,12:00:00 AM,106.29,6,19,25,2,5
6/22/2020,12:00:00 AM,106.33,6,22,26,2,1
6/23/2020,12:00:00 AM,106.42,6,23,26,2,2
6/24/2020,12:00:00 AM,106.37,6,24,26,2,3
6/25/2020,12:00:00 AM,106.4,6,25,26,2,4
6/26/2020,12:00:00 AM,106.51,6,26,26,2,5
6/29/2020,12:00:00 AM,106.46,6,29,27,2,1
6/30/2020,12:00:00 AM,106.52,6,30,27,2,2
7/1/2020,12:00:00 AM,106.55,7,1,27,3,3
7/2/2020,12:00:00 AM,106.54,7,2,27,3,4
7/3/2020,12:00:00 AM,106.67,7,3,27,3,5
7/6/2020,12:00:00 AM,106.61,7,6,28,3,1
7/7/2020,12:00:00 AM,106.59,7,7,28,3,2
7/8/2020,12:00:00 AM,106.75,7,8,28,3,3
7/9/2020,12:00:00 AM,106.96,7,9,28,3,4
7/10/2020,12:00:00 AM,106.9,7,10,28,3,5
7/13/2020,12:00:00 AM,107.05,7,13,29,3,1
7/14/2020,12:00:00 AM,107.15,7,14,29,3,2
7/15/2020,12:00:00 AM,107.28,7,15,29,3,3
7/16/2020,12:00:00 AM,107.35,7,16,29,3,4
7/17/2020,12:00:00 AM,107.46,7,17,29,3,5
7/20/2020,12:00:00 AM,107.43,7,20,30,3,1
7/21/2020,12:00:00 AM,107.62,7,21,30,3,2
7/22/2020,12:00:00 AM,107.88,7,22,30,3,3
7/23/2020,12:00:00 AM,108.13,7,23,30,3,4
7/24/2020,12:00:00 AM,108.02,7,24,30,3,5
7/27/2020,12:00:00 AM,107.79,7,27,31,3,1
7/28/2020,12:00:00 AM,107.72,7,28,31,3,2
7/29/2020,12:00:00 AM,107.71,7,29,31,3,3
7/30/2020,12:00:00 AM,107.71,7,30,31,3,4
8/3/2020,12:00:00 AM,107.71,8,3,32,3,1
8/4/2020,12:00:00 AM,107.82,8,4,32,3,2
8/5/2020,12:00:00 AM,107.89,8,5,32,3,3
8/6/2020,12:00:00 AM,107.95,8,6,32,3,4
8/7/2020,12:00:00 AM,108,8,7,32,3,5
8/10/2020,12:00:00 AM,108.03,8,10,33,3,1
8/11/2020,12:00:00 AM,108.12,8,11,33,3,2
8/12/2020,12:00:00 AM,108.33,8,12,33,3,3
8/13/2020,12:00:00 AM,108.39,8,13,33,3,4
8/14/2020,12:00:00 AM,108.29,8,14,33,3,5
8/17/2020,12:00:00 AM,108.32,8,17,34,3,1
8/18/2020,12:00:00 AM,108.31,8,18,34,3,2
8/19/2020,12:00:00 AM,108.42,8,19,34,3,3
8/20/2020,12:00:00 AM,108.56,8,20,34,3,4
8/21/2020,12:00:00 AM,108.01,8,21,34,3,5
8/24/2020,12:00:00 AM,108.01,8,24,35,3,1
8/25/2020,12:00:00 AM,108.04,8,25,35,3,2
8/26/2020,12:00:00 AM,108.12,8,26,35,3,3
8/27/2020,12:00:00 AM,108.15,8,27,35,3,4
8/28/2020,12:00:00 AM,108.22,8,28,35,3,5
8/31/2020,12:00:00 AM,108.21,8,31,36,3,1
9/1/2020,12:00:00 AM,108.21,9,1,36,3,2
9/2/2020,12:00:00 AM,108.26,9,2,36,3,3
9/3/2020,12:00:00 AM,108.3,9,3,36,3,4
9/4/2020,12:00:00 AM,108.32,9,4,36,3,5
9/7/2020,12:00:00 AM,108.33,9,7,37,3,1
9/8/2020,12:00:00 AM,108.34,9,8,37,3,2
9/9/2020,12:00:00 AM,108.37,9,9,37,3,3
9/10/2020,12:00:00 AM,108.4,9,10,37,3,4
9/11/2020,12:00:00 AM,108.45,9,11,37,3,5
9/14/2020,12:00:00 AM,108.5,9,14,38,3,1
9/15/2020,12:00:00 AM,108.56,9,15,38,3,2
9/16/2020,12:00:00 AM,108.64,9,16,38,3,3
9/17/2020,12:00:00 AM,108.38,9,17,38,3,4
9/18/2020,12:00:00 AM,108.39,9,18,38,3,5
9/21/2020,12:00:00 AM,108.4,9,21,39,3,1
9/22/2020,12:00:00 AM,108.36,9,22,39,3,2
9/23/2020,12:00:00 AM,108.42,9,23,39,3,3
9/24/2020,12:00:00 AM,108.41,9,24,39,3,4
9/25/2020,12:00:00 AM,108.47,9,25,39,3,5
9/28/2020,12:00:00 AM,108.48,9,28,40,3,1
9/29/2020,12:00:00 AM,108.49,9,29,40,3,2
9/30/2020,12:00:00 AM,108.5,9,30,40,3,3
10/1/2020,12:00:00 AM,108.45,10,1,40,4,4
10/2/2020,12:00:00 AM,108.49,10,2,40,4,5
10/5/2020,12:00:00 AM,108.49,10,5,41,4,1
10/6/2020,12:00:00 AM,108.5,10,6,41,4,2
10/7/2020,12:00:00 AM,108.53,10,7,41,4,3
10/8/2020,12:00:00 AM,108.53,10,8,41,4,4
10/9/2020,12:00:00 AM,108.52,10,9,41,4,5
10/12/2020,12:00:00 AM,108.53,10,12,42,4,1
10/13/2020,12:00:00 AM,108.55,10,13,42,4,2
10/14/2020,12:00:00 AM,108.59,10,14,42,4,3
10/15/2020,12:00:00 AM,108.61,10,15,42,4,4
10/16/2020,12:00:00 AM,108.62,10,16,42,4,5
10/19/2020,12:00:00 AM,108.68,10,19,43,4,1
10/21/2020,12:00:00 AM,108.72,10,21,43,4,3
10/22/2020,12:00:00 AM,108.75,10,22,43,4,4
10/23/2020,12:00:00 AM,108.77,10,23,43,4,5
10/26/2020,12:00:00 AM,108.79,10,26,44,4,1
10/27/2020,12:00:00 AM,108.83,10,27,44,4,2
10/28/2020,12:00:00 AM,108.84,10,28,44,4,3
10/29/2020,12:00:00 AM,108.83,10,29,44,4,4
10/30/2020,12:00:00 AM,108.82,10,30,44,4,5
11/2/2020,12:00:00 AM,108.83,11,2,45,4,1
11/3/2020,12:00:00 AM,108.84,11,3,45,4,2
11/4/2020,12:00:00 AM,108.86,11,4,45,4,3
11/5/2020,12:00:00 AM,108.87,11,5,45,4,4
11/6/2020,12:00:00 AM,108.91,11,6,45,4,5
11/9/2020,12:00:00 AM,108.92,11,9,46,4,1
11/10/2020,12:00:00 AM,108.93,11,10,46,4,2
11/11/2020,12:00:00 AM,108.97,11,11,46,4,3
11/12/2020,12:00:00 AM,109.03,11,12,46,4,4
11/13/2020,12:00:00 AM,109.11,11,13,46,4,5
11/16/2020,12:00:00 AM,109.2,11,16,47,4,1
11/17/2020,12:00:00 AM,109.23,11,17,47,4,2
11/18/2020,12:00:00 AM,109.26,11,18,47,4,3
11/19/2020,12:00:00 AM,109.32,11,19,47,4,4
11/20/2020,12:00:00 AM,109.39,11,20,47,4,5
11/23/2020,12:00:00 AM,109.45,11,23,48,4,1
11/24/2020,12:00:00 AM,109.54,11,24,48,4,2
11/25/2020,12:00:00 AM,109.72,11,25,48,4,3
11/26/2020,12:00:00 AM,109.86,11,26,48,4,4
11/27/2020,12:00:00 AM,109.98,11,27,48,4,5
11/30/2020,12:00:00 AM,110.05,11,30,49,4,1
12/1/2020,12:00:00 AM,110.07,12,1,49,4,2
12/2/2020,12:00:00 AM,110.1,12,2,49,4,3
12/3/2020,12:00:00 AM,110.67,12,3,49,4,4
12/4/2020,12:00:00 AM,111.06,12,4,49,4,5
12/7/2020,12:00:00 AM,111.13,12,7,50,4,1
12/8/2020,12:00:00 AM,111.4,12,8,50,4,2
12/9/2020,12:00:00 AM,111.41,12,9,50,4,3
12/10/2020,12:00:00 AM,111.44,12,10,50,4,4
12/11/2020,12:00:00 AM,111.48,12,11,50,4,5
12/14/2020,12:00:00 AM,111.53,12,14,51,4,1
12/15/2020,12:00:00 AM,111.56,12,15,51,4,2
12/16/2020,12:00:00 AM,111.59,12,16,51,4,3
12/17/2020,12:00:00 AM,111.59,12,17,51,4,4
12/18/2020,12:00:00 AM,111.57,12,18,51,4,5
12/21/2020,12:00:00 AM,111.45,12,21,52,4,1
12/22/2020,12:00:00 AM,111.04,12,22,52,4,2
12/23/2020,12:00:00 AM,109.44,12,23,52,4,3
12/24/2020,12:00:00 AM,108.79,12,24,52,4,4
12/28/2020,12:00:00 AM,108.77,12,28,53,4,1
12/29/2020,12:00:00 AM,108.77,12,29,53,4,2
12/30/2020,12:00:00 AM,109.04,12,30,53,4,3
12/31/2020,12:00:00 AM,109.17,12,31,53,4,4
1/4/2021,12:00:00 AM,109.22,1,4,2,1,1
1/5/2021,12:00:00 AM,109.29,1,5,2,1,2
1/6/2021,12:00:00 AM,109.38,1,6,2,1,3
1/7/2021,12:00:00 AM,109.47,1,7,2,1,4
1/8/2021,12:00:00 AM,109.55,1,8,2,1,5
1/11/2021,12:00:00 AM,109.55,1,11,3,1,1
1/12/2021,12:00:00 AM,109.55,1,12,3,1,2
1/13/2021,12:00:00 AM,109.67,1,13,3,1,3
1/14/2021,12:00:00 AM,109.97,1,14,3,1,4
1/15/2021,12:00:00 AM,110.1,1,15,3,1,5
1/18/2021,12:00:00 AM,110.07,1,18,4,1,1
1/19/2021,12:00:00 AM,110.1,1,19,4,1,2
1/20/2021,12:00:00 AM,110.18,1,20,4,1,3
1/21/2021,12:00:00 AM,110.19,1,21,4,1,4
1/22/2021,12:00:00 AM,109.81,1,22,4,1,5
1/25/2021,12:00:00 AM,110.02,1,25,5,1,1
1/26/2021,12:00:00 AM,110.09,1,26,5,1,2
1/27/2021,12:00:00 AM,110.1,1,27,5,1,3
1/28/2021,12:00:00 AM,110.15,1,28,5,1,4
1/29/2021,12:00:00 AM,110.14,1,29,5,1,5
2/1/2021,12:00:00 AM,110.15,2,1,6,1,1
2/2/2021,12:00:00 AM,110.15,2,2,6,1,2
2/3/2021,12:00:00 AM,110.01,2,3,6,1,3
2/4/2021,12:00:00 AM,109.86,2,4,6,1,4
2/5/2021,12:00:00 AM,109.82,2,5,6,1,5
2/8/2021,12:00:00 AM,109.66,2,8,7,1,1
2/9/2021,12:00:00 AM,109.64,2,9,7,1,2
2/10/2021,12:00:00 AM,109.55,2,10,7,1,3
2/11/2021,12:00:00 AM,109.45,2,11,7,1,4
2/12/2021,12:00:00 AM,109.44,2,12,7,1,5
2/15/2021,12:00:00 AM,109.45,2,15,8,1,1
2/16/2021,12:00:00 AM,109.45,2,16,8,1,2
2/17/2021,12:00:00 AM,109.46,2,17,8,1,3
2/18/2021,12:00:00 AM,109.55,2,18,8,1,4
2/19/2021,12:00:00 AM,109.55,2,19,8,1,5
2/22/2021,12:00:00 AM,109.6,2,22,9,1,1
2/23/2021,12:00:00 AM,109.6,2,23,9,1,2
2/24/2021,12:00:00 AM,109.7,2,24,9,1,3
2/25/2021,12:00:00 AM,109.77,2,25,9,1,4
2/26/2021,12:00:00 AM,109.8,2,26,9,1,5
3/1/2021,12:00:00 AM,109.8,3,1,10,1,1
3/2/2021,12:00:00 AM,109.8,3,2,10,1,2
3/3/2021,12:00:00 AM,109.8,3,3,10,1,3
3/4/2021,12:00:00 AM,109.69,3,4,10,1,4
3/5/2021,12:00:00 AM,109.65,3,5,10,1,5
3/8/2021,12:00:00 AM,109.64,3,8,11,1,1
3/9/2021,12:00:00 AM,109.65,3,9,11,1,2
3/10/2021,12:00:00 AM,109.65,3,10,11,1,3
3/11/2021,12:00:00 AM,109.65,3,11,11,1,4
3/12/2021,12:00:00 AM,109.65,3,12,11,1,5
3/15/2021,12:00:00 AM,109.65,3,15,12,1,1
3/16/2021,12:00:00 AM,109.65,3,16,12,1,2
3/17/2021,12:00:00 AM,109.69,3,17,12,1,3
3/18/2021,12:00:00 AM,109.8,3,18,12,1,4
3/19/2021,12:00:00 AM,109.86,3,19,12,1,5
3/22/2021,12:00:00 AM,109.86,3,22,13,1,1
3/23/2021,12:00:00 AM,109.86,3,23,13,1,2
3/24/2021,12:00:00 AM,109.85,3,24,13,1,3
3/25/2021,12:00:00 AM,109.81,3,25,13,1,4
3/26/2021,12:00:00 AM,109.79,3,26,13,1,5
3/29/2021,12:00:00 AM,109.75,3,29,14,1,1
3/30/2021,12:00:00 AM,109.72,3,30,14,1,2
3/31/2021,12:00:00 AM,109.51,3,31,14,1,3
4/1/2021,12:00:00 AM,109.35,4,1,14,2,4
4/6/2021,12:00:00 AM,108.92,4,6,15,2,2
4/7/2021,12:00:00 AM,108.6,4,7,15,2,3
4/8/2021,12:00:00 AM,108.24,4,8,15,2,4
4/9/2021,12:00:00 AM,107.97,4,9,15,2,5
4/12/2021,12:00:00 AM,107.29,4,12,16,2,1
4/13/2021,12:00:00 AM,107.1,4,13,16,2,2
4/14/2021,12:00:00 AM,106.9,4,14,16,2,3
4/15/2021,12:00:00 AM,106.81,4,15,16,2,4
4/16/2021,12:00:00 AM,107.06,4,16,16,2,5
4/19/2021,12:00:00 AM,107.49,4,19,17,2,1
4/20/2021,12:00:00 AM,107.95,4,20,17,2,2
4/21/2021,12:00:00 AM,108.11,4,21,17,2,3
4/22/2021,12:00:00 AM,108.42,4,22,17,2,4
4/23/2021,12:00:00 AM,108.53,4,23,17,2,5
4/26/2021,12:00:00 AM,108.54,4,26,18,2,1
4/27/2021,12:00:00 AM,108.1,4,27,18,2,2
4/28/2021,12:00:00 AM,107.85,4,28,18,2,3
4/29/2021,12:00:00 AM,107.84,4,29,18,2,4
4/30/2021,12:00:00 AM,107.84,4,30,18,2,5
5/3/2021,12:00:00 AM,107.84,5,3,19,2,1
5/4/2021,12:00:00 AM,107.71,5,4,19,2,2
5/5/2021,12:00:00 AM,107.26,5,5,19,2,3
5/6/2021,12:00:00 AM,106.98,5,6,19,2,4
5/7/2021,12:00:00 AM,106.86,5,7,19,2,5
5/10/2021,12:00:00 AM,106.74,5,10,20,2,1
5/11/2021,12:00:00 AM,106.54,5,11,20,2,2
5/12/2021,12:00:00 AM,106.8,5,12,20,2,3
5/13/2021,12:00:00 AM,107.02,5,13,20,2,4
5/17/2021,12:00:00 AM,107.17,5,17,21,2,1
5/18/2021,12:00:00 AM,107.28,5,18,21,2,2
5/19/2021,12:00:00 AM,107.52,5,19,21,2,3
5/20/2021,12:00:00 AM,107.92,5,20,21,2,4
5/21/2021,12:00:00 AM,108.23,5,21,21,2,5
5/24/2021,12:00:00 AM,108.24,5,24,22,2,1
5/25/2021,12:00:00 AM,108.02,5,25,22,2,2
5/26/2021,12:00:00 AM,107.74,5,26,22,2,3
5/27/2021,12:00:00 AM,107.57,5,27,22,2,4
5/28/2021,12:00:00 AM,107.54,5,28,22,2,5
5/31/2021,12:00:00 AM,107.59,5,31,23,2,1
6/2/2021,12:00:00 AM,107.69,6,2,23,2,3
6/3/2021,12:00:00 AM,107.73,6,3,23,2,4
6/4/2021,12:00:00 AM,107.8,6,4,23,2,5
6/7/2021,12:00:00 AM,107.84,6,7,24,2,1
6/8/2021,12:00:00 AM,107.9,6,8,24,2,2
6/9/2021,12:00:00 AM,107.95,6,9,24,2,3
6/10/2021,12:00:00 AM,107.9,6,10,24,2,4
6/11/2021,12:00:00 AM,107.9,6,11,24,2,5
6/14/2021,12:00:00 AM,107.8,6,14,25,2,1
6/15/2021,12:00:00 AM,107.79,6,15,25,2,2
6/16/2021,12:00:00 AM,107.77,6,16,25,2,3
6/17/2021,12:00:00 AM,107.8,6,17,25,2,4
6/18/2021,12:00:00 AM,107.8,6,18,25,2,5
6/21/2021,12:00:00 AM,107.8,6,21,26,2,1
6/22/2021,12:00:00 AM,107.8,6,22,26,2,2
6/23/2021,12:00:00 AM,107.8,6,23,26,2,3
6/24/2021,12:00:00 AM,107.77,6,24,26,2,4
6/25/2021,12:00:00 AM,107.75,6,25,26,2,5
6/28/2021,12:00:00 AM,107.75,6,28,27,2,1
6/29/2021,12:00:00 AM,107.78,6,29,27,2,2
6/30/2021,12:00:00 AM,107.85,6,30,27,2,3
7/1/2021,12:00:00 AM,107.92,7,1,27,3,4
7/2/2021,12:00:00 AM,107.95,7,2,27,3,5
7/5/2021,12:00:00 AM,107.94,7,5,28,3,1
7/6/2021,12:00:00 AM,107.95,7,6,28,3,2
7/7/2021,12:00:00 AM,107.95,7,7,28,3,3
7/8/2021,12:00:00 AM,107.95,7,8,28,3,4
7/9/2021,12:00:00 AM,107.95,7,9,28,3,5
7/12/2021,12:00:00 AM,107.95,7,12,29,3,1
7/13/2021,12:00:00 AM,107.95,7,13,29,3,2
7/14/2021,12:00:00 AM,107.98,7,14,29,3,3
7/15/2021,12:00:00 AM,108.03,7,15,29,3,4
7/16/2021,12:00:00 AM,108.19,7,16,29,3,5
7/19/2021,12:00:00 AM,108.2,7,19,30,3,1
7/21/2021,12:00:00 AM,108.2,7,21,30,3,3
7/22/2021,12:00:00 AM,108.2,7,22,30,3,4
7/23/2021,12:00:00 AM,108.2,7,23,30,3,5
7/26/2021,12:00:00 AM,108.29,7,26,31,3,1
7/27/2021,12:00:00 AM,108.49,7,27,31,3,2
7/28/2021,12:00:00 AM,108.52,7,28,31,3,3
7/29/2021,12:00:00 AM,108.59,7,29,31,3,4
7/30/2021,12:00:00 AM,108.61,7,30,31,3,5
8/2/2021,12:00:00 AM,108.63,8,2,32,3,1
8/3/2021,12:00:00 AM,108.63,8,3,32,3,2
8/4/2021,12:00:00 AM,108.65,8,4,32,3,3
8/5/2021,12:00:00 AM,108.67,8,5,32,3,4
8/6/2021,12:00:00 AM,108.72,8,6,32,3,5
8/9/2021,12:00:00 AM,108.77,8,9,33,3,1
8/10/2021,12:00:00 AM,108.84,8,10,33,3,2
8/11/2021,12:00:00 AM,109.02,8,11,33,3,3
8/12/2021,12:00:00 AM,109.14,8,12,33,3,4
8/13/2021,12:00:00 AM,109.2,8,13,33,3,5
8/16/2021,12:00:00 AM,109.26,8,16,34,3,1
8/17/2021,12:00:00 AM,109.36,8,17,34,3,2
8/18/2021,12:00:00 AM,109.42,8,18,34,3,3
8/19/2021,12:00:00 AM,109.49,8,19,34,3,4
8/20/2021,12:00:00 AM,109.53,8,20,34,3,5
8/23/2021,12:00:00 AM,109.55,8,23,35,3,1
8/24/2021,12:00:00 AM,109.6,8,24,35,3,2
8/25/2021,12:00:00 AM,109.63,8,25,35,3,3
8/26/2021,12:00:00 AM,109.71,8,26,35,3,4
8/27/2021,12:00:00 AM,109.78,8,27,35,3,5
8/30/2021,12:00:00 AM,109.82,8,30,36,3,1
8/31/2021,12:00:00 AM,109.87,8,31,36,3,2
9/1/2021,12:00:00 AM,109.89,9,1,36,3,3
9/2/2021,12:00:00 AM,109.93,9,2,36,3,4
9/3/2021,12:00:00 AM,109.99,9,3,36,3,5
9/6/2021,12:00:00 AM,110.03,9,6,37,3,1
9/7/2021,12:00:00 AM,110.05,9,7,37,3,2
9/8/2021,12:00:00 AM,110.08,9,8,37,3,3
9/9/2021,12:00:00 AM,110.1,9,9,37,3,4
9/10/2021,12:00:00 AM,109.87,9,10,37,3,5
9/13/2021,12:00:00 AM,109.87,9,13,38,3,1
9/14/2021,12:00:00 AM,109.85,9,14,38,3,2
9/15/2021,12:00:00 AM,109.94,9,15,38,3,3
9/16/2021,12:00:00 AM,110.03,9,16,38,3,4
9/17/2021,12:00:00 AM,110.09,9,17,38,3,5
9/20/2021,12:00:00 AM,110.17,9,20,39,3,1
9/21/2021,12:00:00 AM,110.2,9,21,39,3,2
9/22/2021,12:00:00 AM,110.28,9,22,39,3,3
9/23/2021,12:00:00 AM,110.39,9,23,39,3,4
9/24/2021,12:00:00 AM,110.38,9,24,39,3,5
9/27/2021,12:00:00 AM,110.38,9,27,40,3,1
9/28/2021,12:00:00 AM,110.4,9,28,40,3,2
9/29/2021,12:00:00 AM,110.45,9,29,40,3,3
9/30/2021,12:00:00 AM,110.49,9,30,40,3,4
10/1/2021,12:00:00 AM,110.49,10,1,40,4,5
10/4/2021,12:00:00 AM,110.51,10,4,41,4,1
10/5/2021,12:00:00 AM,110.55,10,5,41,4,2
10/6/2021,12:00:00 AM,110.62,10,6,41,4,3
10/7/2021,12:00:00 AM,110.69,10,7,41,4,4
10/8/2021,12:00:00 AM,110.72,10,8,41,4,5
10/12/2021,12:00:00 AM,110.74,10,12,42,4,2
10/13/2021,12:00:00 AM,110.77,10,13,42,4,3
10/14/2021,12:00:00 AM,110.81,10,14,42,4,4
10/15/2021,12:00:00 AM,110.87,10,15,42,4,5
10/18/2021,12:00:00 AM,110.89,10,18,43,4,1
10/19/2021,12:00:00 AM,110.91,10,19,43,4,2
10/21/2021,12:00:00 AM,111.02,10,21,43,4,4
10/22/2021,12:00:00 AM,111.06,10,22,43,4,5
10/25/2021,12:00:00 AM,111.09,10,25,44,4,1
10/26/2021,12:00:00 AM,111.13,10,26,44,4,2
10/27/2021,12:00:00 AM,111.15,10,27,44,4,3
10/28/2021,12:00:00 AM,111.15,10,28,44,4,4
10/29/2021,12:00:00 AM,111.21,10,29,44,4,5
11/1/2021,12:00:00 AM,111.24,11,1,45,4,1
11/2/2021,12:00:00 AM,111.29,11,2,45,4,2
11/3/2021,12:00:00 AM,111.36,11,3,45,4,3
11/4/2021,12:00:00 AM,111.44,11,4,45,4,4
11/5/2021,12:00:00 AM,111.55,11,5,45,4,5
11/8/2021,12:00:00 AM,111.59,11,8,46,4,1
11/9/2021,12:00:00 AM,111.65,11,9,46,4,2
11/10/2021,12:00:00 AM,111.7,11,10,46,4,3
11/11/2021,12:00:00 AM,111.77,11,11,46,4,4
11/12/2021,12:00:00 AM,111.81,11,12,46,4,5
11/15/2021,12:00:00 AM,111.91,11,15,47,4,1
11/16/2021,12:00:00 AM,111.97,11,16,47,4,2
11/17/2021,12:00:00 AM,112.01,11,17,47,4,3
11/18/2021,12:00:00 AM,112.11,11,18,47,4,4
11/19/2021,12:00:00 AM,112.18,11,19,47,4,5
11/22/2021,12:00:00 AM,112.25,11,22,48,4,1
11/23/2021,12:00:00 AM,112.29,11,23,48,4,2
11/24/2021,12:00:00 AM,112.35,11,24,48,4,3
11/25/2021,12:00:00 AM,112.36,11,25,48,4,4
11/26/2021,12:00:00 AM,112.39,11,26,48,4,5
11/29/2021,12:00:00 AM,112.44,11,29,49,4,1
11/30/2021,12:00:00 AM,112.49,11,30,49,4,2
12/1/2021,12:00:00 AM,112.52,12,1,49,4,3
12/2/2021,12:00:00 AM,112.56,12,2,49,4,4
12/3/2021,12:00:00 AM,112.63,12,3,49,4,5
12/6/2021,12:00:00 AM,112.67,12,6,50,4,1
12/7/2021,12:00:00 AM,112.71,12,7,50,4,2
12/8/2021,12:00:00 AM,112.81,12,8,50,4,3
12/9/2021,12:00:00 AM,112.86,12,9,50,4,4
12/10/2021,12:00:00 AM,112.89,12,10,50,4,5
12/14/2021,12:00:00 AM,112.91,12,14,51,4,2
12/15/2021,12:00:00 AM,112.92,12,15,51,4,3
12/16/2021,12:00:00 AM,112.96,12,16,51,4,4
12/17/2021,12:00:00 AM,113.01,12,17,51,4,5
12/20/2021,12:00:00 AM,113.03,12,20,52,4,1
12/21/2021,12:00:00 AM,113.04,12,21,52,4,2
12/22/2021,12:00:00 AM,113.05,12,22,52,4,3
12/23/2021,12:00:00 AM,113.06,12,23,52,4,4
12/24/2021,12:00:00 AM,113.08,12,24,52,4,5
12/28/2021,12:00:00 AM,113.1,12,28,53,4,2
12/29/2021,12:00:00 AM,113.11,12,29,53,4,3
12/30/2021,12:00:00 AM,113.13,12,30,53,4,4
12/31/2021,12:00:00 AM,113.14,12,31,53,4,5
1/3/2022,12:00:00 AM,113.14,1,3,2,1,1
1/4/2022,12:00:00 AM,113.16,1,4,2,1,2
1/5/2022,12:00:00 AM,113.17,1,5,2,1,3
1/6/2022,12:00:00 AM,113.19,1,6,2,1,4
1/7/2022,12:00:00 AM,113.22,1,7,2,1,5
1/10/2022,12:00:00 AM,113.24,1,10,3,1,1
1/11/2022,12:00:00 AM,113.28,1,11,3,1,2
1/12/2022,12:00:00 AM,113.31,1,12,3,1,3
1/13/2022,12:00:00 AM,113.33,1,13,3,1,4
1/14/2022,12:00:00 AM,113.37,1,14,3,1,5
1/17/2022,12:00:00 AM,113.39,1,17,4,1,1
1/18/2022,12:00:00 AM,113.41,1,18,4,1,2
1/19/2022,12:00:00 AM,113.47,1,19,4,1,3
1/20/2022,12:00:00 AM,113.5,1,20,4,1,4
1/21/2022,12:00:00 AM,113.52,1,21,4,1,5
1/24/2022,12:00:00 AM,113.53,1,24,5,1,1
1/25/2022,12:00:00 AM,113.54,1,25,5,1,2
1/26/2022,12:00:00 AM,113.55,1,26,5,1,3
1/27/2022,12:00:00 AM,113.55,1,27,5,1,4
1/28/2022,12:00:00 AM,113.57,1,28,5,1,5
1/31/2022,12:00:00 AM,113.57,1,31,6,1,1
2/1/2022,12:00:00 AM,113.58,2,1,6,1,2
2/2/2022,12:00:00 AM,113.58,2,2,6,1,3
2/3/2022,12:00:00 AM,113.59,2,3,6,1,4
2/4/2022,12:00:00 AM,113.6,2,4,6,1,5
2/7/2022,12:00:00 AM,113.61,2,7,7,1,1
2/8/2022,12:00:00 AM,113.62,2,8,7,1,2
2/9/2022,12:00:00 AM,113.63,2,9,7,1,3
2/10/2022,12:00:00 AM,113.63,2,10,7,1,4
2/11/2022,12:00:00 AM,113.63,2,11,7,1,5
2/14/2022,12:00:00 AM,113.63,2,14,8,1,1
2/15/2022,12:00:00 AM,113.63,2,15,8,1,2
2/16/2022,12:00:00 AM,113.64,2,16,8,1,3
2/17/2022,12:00:00 AM,113.64,2,17,8,1,4
2/18/2022,12:00:00 AM,113.67,2,18,8,1,5
2/21/2022,12:00:00 AM,113.69,2,21,9,1,1
2/22/2022,12:00:00 AM,113.69,2,22,9,1,2
2/23/2022,12:00:00 AM,113.74,2,23,9,1,3
2/24/2022,12:00:00 AM,113.8,2,24,9,1,4
2/25/2022,12:00:00 AM,113.82,2,25,9,1,5
2/28/2022,12:00:00 AM,113.84,2,28,10,1,1
3/1/2022,12:00:00 AM,113.84,3,1,10,1,2
3/2/2022,12:00:00 AM,113.85,3,2,10,1,3
3/3/2022,12:00:00 AM,113.89,3,3,10,1,4
3/4/2022,12:00:00 AM,113.91,3,4,10,1,5
3/7/2022,12:00:00 AM,113.95,3,7,11,1,1
3/8/2022,12:00:00 AM,114.01,3,8,11,1,2
3/9/2022,12:00:00 AM,114.08,3,9,11,1,3
3/10/2022,12:00:00 AM,114.14,3,10,11,1,4
3/11/2022,12:00:00 AM,114.18,3,11,11,1,5
3/14/2022,12:00:00 AM,114.19,3,14,12,1,1
3/15/2022,12:00:00 AM,114.23,3,15,12,1,2
3/16/2022,12:00:00 AM,114.29,3,16,12,1,3
3/17/2022,12:00:00 AM,114.31,3,17,12,1,4
3/18/2022,12:00:00 AM,114.38,3,18,12,1,5
3/21/2022,12:00:00 AM,114.4,3,21,13,1,1
3/22/2022,12:00:00 AM,114.44,3,22,13,1,2
3/23/2022,12:00:00 AM,114.5,3,23,13,1,3
3/24/2022,12:00:00 AM,114.6,3,24,13,1,4
3/25/2022,12:00:00 AM,114.69,3,25,13,1,5
3/28/2022,12:00:00 AM,114.75,3,28,14,1,1
3/29/2022,12:00:00 AM,114.82,3,29,14,1,2
3/30/2022,12:00:00 AM,114.87,3,30,14,1,3
3/31/2022,12:00:00 AM,114.95,3,31,14,1,4
4/1/2022,12:00:00 AM,114.95,4,1,14,2,5
4/4/2022,12:00:00 AM,115.04,4,4,15,2,1
4/1/2022,12:00:00 AM,115,4,1,14,2,5
4/5/2022,12:00:00 AM,115.1,4,5,15,2,2
4/6/2022,12:00:00 AM,115.12,4,6,15,2,3
