Date.1,Time,Mean-value,Month,Day,Week-of-year,Quarter,Day-of-week
10/11/2016,12:00:00 AM,101.28,10,11,42,4,2
10/13/2016,12:00:00 AM,101.3,10,13,42,4,4
10/13/2016,12:00:00 AM,101.3,10,13,42,4,4
10/13/2016,12:00:00 AM,101.3,10,13,42,4,4
10/13/2016,12:00:00 AM,101.3,10,13,42,4,4
10/13/2016,12:00:00 AM,101.3,10,13,42,4,4
10/15/2016,12:00:00 AM,101.3,10,15,42,4,6
10/16/2016,12:00:00 AM,101.3,10,16,43,4,0
10/17/2016,12:00:00 AM,101.3,10,17,43,4,1
10/18/2016,12:00:00 AM,101.3,10,18,43,4,2
10/19/2016,12:00:00 AM,101.3,10,19,43,4,3
10/19/2016,12:00:00 AM,101.3,10,19,43,4,3
11/1/2016,12:00:00 AM,101.3,11,1,45,4,2
11/1/2016,12:00:00 AM,101.3,11,1,45,4,2
11/1/2016,12:00:00 AM,101.3,11,1,45,4,2
11/1/2016,12:00:00 AM,101.3,11,1,45,4,2
11/9/2016,12:00:00 AM,101.72,11,9,46,4,3
11/10/2016,12:00:00 AM,101.7,11,10,46,4,4
11/11/2016,12:00:00 AM,101.7,11,11,46,4,5
11/14/2016,12:00:00 AM,101.74,11,14,47,4,1
11/15/2016,12:00:00 AM,101.77,11,15,47,4,2
11/16/2016,12:00:00 AM,101.77,11,16,47,4,3
11/17/2016,12:00:00 AM,101.85,11,17,47,4,4
11/18/2016,12:00:00 AM,101.83,11,18,47,4,5
11/21/2016,12:00:00 AM,101.84,11,21,48,4,1
11/22/2016,12:00:00 AM,101.86,11,22,48,4,2
11/23/2016,12:00:00 AM,101.85,11,23,48,4,3
11/24/2016,12:00:00 AM,101.86,11,24,48,4,4
11/24/2016,12:00:00 AM,101.86,11,24,48,4,4
11/23/2016,12:00:00 AM,101.85,11,23,48,4,3
11/28/2016,12:00:00 AM,101.89,11,28,49,4,1
11/28/2016,12:00:00 AM,101.89,11,28,49,4,1
11/29/2016,12:00:00 AM,101.88,11,29,49,4,2
11/30/2016,12:00:00 AM,101.88,11,30,49,4,3
12/1/2016,12:00:00 AM,101.85,12,1,49,4,4
12/2/2016,12:00:00 AM,101.86,12,2,49,4,5
12/5/2016,12:00:00 AM,101.87,12,5,50,4,1
12/6/2016,12:00:00 AM,101.87,12,6,50,4,2
12/7/2016,12:00:00 AM,101.91,12,7,50,4,3
12/8/2016,12:00:00 AM,101.97,12,8,50,4,4
12/9/2016,12:00:00 AM,101.97,12,9,50,4,5
12/13/2016,12:00:00 AM,102.08,12,13,51,4,2
12/14/2016,12:00:00 AM,102.1,12,14,51,4,3
12/15/2016,12:00:00 AM,102.1,12,15,51,4,4
12/16/2016,12:00:00 AM,102.19,12,16,51,4,5
12/19/2016,12:00:00 AM,102.2,12,19,52,4,1
12/20/2016,12:00:00 AM,102.24,12,20,52,4,2
12/20/2016,12:00:00 AM,102.24,12,20,52,4,2
12/21/2016,12:00:00 AM,102.3,12,21,52,4,3
12/22/2016,12:00:00 AM,102.35,12,22,52,4,4
12/23/2016,12:00:00 AM,102.36,12,23,52,4,5
12/28/2016,12:00:00 AM,102.36,12,28,53,4,3
12/29/2016,12:00:00 AM,102.44,12,29,53,4,4
12/30/2016,12:00:00 AM,102.49,12,30,53,4,5
1/3/2017,12:00:00 AM,102.56,1,3,1,1,2
1/3/2017,12:00:00 AM,102.56,1,3,1,1,2
1/4/2017,12:00:00 AM,102.81,1,4,1,1,3
1/5/2017,12:00:00 AM,103.47,1,5,1,1,4
1/6/2017,12:00:00 AM,103.61,1,6,1,1,5
1/9/2017,12:00:00 AM,103.66,1,9,2,1,1
1/10/2017,12:00:00 AM,103.81,1,10,2,1,2
1/11/2017,12:00:00 AM,103.84,1,11,2,1,3
1/12/2017,12:00:00 AM,103.83,1,12,2,1,4
1/13/2017,12:00:00 AM,103.88,1,13,2,1,5
1/16/2017,12:00:00 AM,103.92,1,16,3,1,1
1/17/2017,12:00:00 AM,103.93,1,17,3,1,2
1/18/2017,12:00:00 AM,103.96,1,18,3,1,3
1/19/2017,12:00:00 AM,103.95,1,19,3,1,4
1/20/2017,12:00:00 AM,103.83,1,20,3,1,5
1/23/2017,12:00:00 AM,103.8,1,23,4,1,1
1/24/2017,12:00:00 AM,103.95,1,24,4,1,2
1/25/2017,12:00:00 AM,103.99,1,25,4,1,3
1/26/2017,12:00:00 AM,104,1,26,4,1,4
1/27/2017,12:00:00 AM,103.96,1,27,4,1,5
1/30/2017,12:00:00 AM,103.97,1,30,5,1,1
1/31/2017,12:00:00 AM,103.96,1,31,5,1,2
2/1/2017,12:00:00 AM,103.86,2,1,5,1,3
2/2/2017,12:00:00 AM,103.82,2,2,5,1,4
2/3/2017,12:00:00 AM,103.81,2,3,5,1,5
2/6/2017,12:00:00 AM,103.76,2,6,6,1,1
2/7/2017,12:00:00 AM,103.69,2,7,6,1,2
2/8/2017,12:00:00 AM,103.7,2,8,6,1,3
2/9/2017,12:00:00 AM,103.7,2,9,6,1,4
2/10/2017,12:00:00 AM,103.53,2,10,6,1,5
2/13/2017,12:00:00 AM,103.63,2,13,7,1,1
2/13/2017,12:00:00 AM,103.63,2,13,7,1,1
2/14/2017,12:00:00 AM,103.67,2,14,7,1,2
2/15/2017,12:00:00 AM,103.66,2,15,7,1,3
2/16/2017,12:00:00 AM,103.65,2,16,7,1,4
2/17/2017,12:00:00 AM,103.65,2,17,7,1,5
2/20/2017,12:00:00 AM,103.62,2,20,8,1,1
2/21/2017,12:00:00 AM,103.58,2,21,8,1,2
2/22/2017,12:00:00 AM,103.58,2,22,8,1,3
2/22/2017,12:00:00 AM,103.58,2,22,8,1,3
2/23/2017,12:00:00 AM,103.59,2,23,8,1,4
2/24/2017,12:00:00 AM,103.55,2,24,8,1,5
2/27/2017,12:00:00 AM,103.47,2,27,9,1,1
2/28/2017,12:00:00 AM,103.34,2,28,9,1,2
3/1/2017,12:00:00 AM,102.98,3,1,9,1,3
3/2/2017,12:00:00 AM,102.83,3,2,9,1,4
3/3/2017,12:00:00 AM,102.88,3,3,9,1,5
3/6/2017,12:00:00 AM,102.65,3,6,10,1,1
3/7/2017,12:00:00 AM,102.64,3,7,10,1,2
3/8/2017,12:00:00 AM,102.62,3,8,10,1,3
3/9/2017,12:00:00 AM,102.56,3,9,10,1,4
3/10/2017,12:00:00 AM,102.56,3,10,10,1,5
3/13/2017,12:00:00 AM,102.62,3,13,11,1,1
3/14/2017,12:00:00 AM,102.67,3,14,11,1,2
3/15/2017,12:00:00 AM,102.81,3,15,11,1,3
3/16/2017,12:00:00 AM,102.89,3,16,11,1,4
3/17/2017,12:00:00 AM,103.03,3,17,11,1,5
3/20/2017,12:00:00 AM,103.11,3,20,12,1,1
3/21/2017,12:00:00 AM,103.11,3,21,12,1,2
3/22/2017,12:00:00 AM,103.11,3,22,12,1,3
3/23/2017,12:00:00 AM,102.9,3,23,12,1,4
3/24/2017,12:00:00 AM,102.95,3,24,12,1,5
3/27/2017,12:00:00 AM,102.91,3,27,13,1,1
3/28/2017,12:00:00 AM,102.71,3,28,13,1,2
3/29/2017,12:00:00 AM,102.95,3,29,13,1,3
3/30/2017,12:00:00 AM,103.02,3,30,13,1,4
3/31/2017,12:00:00 AM,103,3,31,13,1,5
4/3/2017,12:00:00 AM,103.1,4,3,14,2,1
4/4/2017,12:00:00 AM,103.19,4,4,14,2,2
4/5/2017,12:00:00 AM,103.24,4,5,14,2,3
4/6/2017,12:00:00 AM,103.28,4,6,14,2,4
4/7/2017,12:00:00 AM,103.44,4,7,14,2,5
4/10/2017,12:00:00 AM,103.39,4,10,15,2,1
4/11/2017,12:00:00 AM,103.44,4,11,15,2,2
4/12/2017,12:00:00 AM,103.42,4,12,15,2,3
4/13/2017,12:00:00 AM,103.41,4,13,15,2,4
4/18/2017,12:00:00 AM,103.36,4,18,16,2,2
4/19/2017,12:00:00 AM,103.43,4,19,16,2,3
4/20/2017,12:00:00 AM,103.41,4,20,16,2,4
4/21/2017,12:00:00 AM,103.38,4,21,16,2,5
4/24/2017,12:00:00 AM,103.32,4,24,17,2,1
4/25/2017,12:00:00 AM,103.27,4,25,17,2,2
4/26/2017,12:00:00 AM,103.27,4,26,17,2,3
4/27/2017,12:00:00 AM,103.28,4,27,17,2,4
4/28/2017,12:00:00 AM,103.22,4,28,17,2,5
5/2/2017,12:00:00 AM,103.15,5,2,18,2,2
5/3/2017,12:00:00 AM,103.1,5,3,18,2,3
5/4/2017,12:00:00 AM,103.09,5,4,18,2,4
5/5/2017,12:00:00 AM,103.14,5,5,18,2,5
5/8/2017,12:00:00 AM,103.14,5,8,19,2,1
5/9/2017,12:00:00 AM,103.18,5,9,19,2,2
5/10/2017,12:00:00 AM,103.2,5,10,19,2,3
5/11/2017,12:00:00 AM,103.32,5,11,19,2,4
5/12/2017,12:00:00 AM,103.38,5,12,19,2,5
5/15/2017,12:00:00 AM,103.22,5,15,20,2,1
5/16/2017,12:00:00 AM,103.23,5,16,20,2,2
5/17/2017,12:00:00 AM,103.35,5,17,20,2,3
5/18/2017,12:00:00 AM,103.34,5,18,20,2,4
5/19/2017,12:00:00 AM,103.34,5,19,20,2,5
5/22/2017,12:00:00 AM,103.31,5,22,21,2,1
5/23/2017,12:00:00 AM,103.29,5,23,21,2,2
5/24/2017,12:00:00 AM,103.3,5,24,21,2,3
5/25/2017,12:00:00 AM,103.3,5,25,21,2,4
5/26/2017,12:00:00 AM,103.31,5,26,21,2,5
5/29/2017,12:00:00 AM,103.34,5,29,22,2,1
5/30/2017,12:00:00 AM,103.36,5,30,22,2,2
5/31/2017,12:00:00 AM,103.38,5,31,22,2,3
6/2/2017,12:00:00 AM,103.35,6,2,22,2,5
6/5/2017,12:00:00 AM,103.33,6,5,23,2,1
6/6/2017,12:00:00 AM,103.36,6,6,23,2,2
6/7/2017,12:00:00 AM,103.35,6,7,23,2,3
6/8/2017,12:00:00 AM,103.32,6,8,23,2,4
6/9/2017,12:00:00 AM,103.32,6,9,23,2,5
6/12/2017,12:00:00 AM,103.32,6,12,24,2,1
6/13/2017,12:00:00 AM,103.34,6,13,24,2,2
6/14/2017,12:00:00 AM,103.37,6,14,24,2,3
6/15/2017,12:00:00 AM,103.41,6,15,24,2,4
6/16/2017,12:00:00 AM,103.55,6,16,24,2,5
6/19/2017,12:00:00 AM,103.58,6,19,25,2,1
6/20/2017,12:00:00 AM,103.62,6,20,25,2,2
6/21/2017,12:00:00 AM,103.62,6,21,25,2,3
6/22/2017,12:00:00 AM,103.63,6,22,25,2,4
6/23/2017,12:00:00 AM,103.63,6,23,25,2,5
6/27/2017,12:00:00 AM,103.67,6,27,26,2,2
6/28/2017,12:00:00 AM,103.67,6,28,26,2,3
6/28/2017,12:00:00 AM,103.67,6,28,26,2,3
6/29/2017,12:00:00 AM,103.68,6,29,26,2,4
6/30/2017,12:00:00 AM,103.71,6,30,26,2,5
7/3/2017,12:00:00 AM,103.72,7,3,27,3,1
7/4/2017,12:00:00 AM,103.81,7,4,27,3,2
7/5/2017,12:00:00 AM,103.77,7,5,27,3,3
7/6/2017,12:00:00 AM,103.78,7,6,27,3,4
7/7/2017,12:00:00 AM,103.84,7,7,27,3,5
7/10/2017,12:00:00 AM,103.84,7,10,28,3,1
7/11/2017,12:00:00 AM,103.92,7,11,28,3,2
7/12/2017,12:00:00 AM,104.02,7,12,28,3,3
7/13/2017,12:00:00 AM,103.93,7,13,28,3,4
7/14/2017,12:00:00 AM,103.89,7,14,28,3,5
7/17/2017,12:00:00 AM,103.91,7,17,29,3,1
7/18/2017,12:00:00 AM,103.91,7,18,29,3,2
7/19/2017,12:00:00 AM,103.93,7,19,29,3,3
7/20/2017,12:00:00 AM,103.95,7,20,29,3,4
7/21/2017,12:00:00 AM,103.84,7,21,29,3,5
7/24/2017,12:00:00 AM,103.87,7,24,30,3,1
7/25/2017,12:00:00 AM,103.88,7,25,30,3,2
7/27/2017,12:00:00 AM,103.9,7,27,30,3,4
7/28/2017,12:00:00 AM,103.91,7,28,30,3,5
7/31/2017,12:00:00 AM,103.91,7,31,31,3,1
8/1/2017,12:00:00 AM,103.92,8,1,31,3,2
8/2/2017,12:00:00 AM,103.87,8,2,31,3,3
8/3/2017,12:00:00 AM,103.86,8,3,31,3,4
8/4/2017,12:00:00 AM,103.87,8,4,31,3,5
8/7/2017,12:00:00 AM,103.89,8,7,32,3,1
8/9/2017,12:00:00 AM,103.9,8,9,32,3,3
8/10/2017,12:00:00 AM,103.9,8,10,32,3,4
8/11/2017,12:00:00 AM,103.9,8,11,32,3,5
8/14/2017,12:00:00 AM,103.87,8,14,33,3,1
8/15/2017,12:00:00 AM,103.76,8,15,33,3,2
8/16/2017,12:00:00 AM,103.75,8,16,33,3,3
8/17/2017,12:00:00 AM,103.7,8,17,33,3,4
8/18/2017,12:00:00 AM,103.39,8,18,33,3,5
8/21/2017,12:00:00 AM,103.22,8,21,34,3,1
8/22/2017,12:00:00 AM,103.1,8,22,34,3,2
8/23/2017,12:00:00 AM,103.18,8,23,34,3,3
8/24/2017,12:00:00 AM,103.24,8,24,34,3,4
8/25/2017,12:00:00 AM,103.25,8,25,34,3,5
8/28/2017,12:00:00 AM,103.16,8,28,35,3,1
8/29/2017,12:00:00 AM,103.17,8,29,35,3,2
8/30/2017,12:00:00 AM,103.18,8,30,35,3,3
8/31/2017,12:00:00 AM,103.14,8,31,35,3,4
9/1/2017,12:00:00 AM,102.81,9,1,35,3,5
9/4/2017,12:00:00 AM,103.16,9,4,36,3,1
9/5/2017,12:00:00 AM,103.23,9,5,36,3,2
9/6/2017,12:00:00 AM,103.25,9,6,36,3,3
9/7/2017,12:00:00 AM,103.24,9,7,36,3,4
9/7/2017,12:00:00 AM,103.24,9,7,36,3,4
9/8/2017,12:00:00 AM,103.16,9,8,36,3,5
9/11/2017,12:00:00 AM,102.89,9,11,37,3,1
9/12/2017,12:00:00 AM,102.7,9,12,37,3,2
9/13/2017,12:00:00 AM,102.88,9,13,37,3,3
9/14/2017,12:00:00 AM,102.87,9,14,37,3,4
9/15/2017,12:00:00 AM,102.85,9,15,37,3,5
9/18/2017,12:00:00 AM,103.03,9,18,38,3,1
9/19/2017,12:00:00 AM,103.14,9,19,38,3,2
9/20/2017,12:00:00 AM,103.28,9,20,38,3,3
9/21/2017,12:00:00 AM,103.32,9,21,38,3,4
9/22/2017,12:00:00 AM,103.29,9,22,38,3,5
9/25/2017,12:00:00 AM,103.26,9,25,39,3,1
9/26/2017,12:00:00 AM,103.27,9,26,39,3,2
9/27/2017,12:00:00 AM,103.34,9,27,39,3,3
9/28/2017,12:00:00 AM,103.34,9,28,39,3,4
9/29/2017,12:00:00 AM,103.25,9,29,39,3,5
10/2/2017,12:00:00 AM,103.22,10,2,40,4,1
10/3/2017,12:00:00 AM,103.22,10,3,40,4,2
10/4/2017,12:00:00 AM,103.31,10,4,40,4,3
10/5/2017,12:00:00 AM,103.31,10,5,40,4,4
10/6/2017,12:00:00 AM,103.21,10,6,40,4,5
10/9/2017,12:00:00 AM,103.22,10,9,41,4,1
10/10/2017,12:00:00 AM,103.27,10,10,41,4,2
10/11/2017,12:00:00 AM,103.22,10,11,41,4,3
10/12/2017,12:00:00 AM,103.3,10,12,41,4,4
10/12/2017,12:00:00 AM,103.3,10,12,41,4,4
10/13/2017,12:00:00 AM,103.28,10,13,41,4,5
10/16/2017,12:00:00 AM,103.28,10,16,42,4,1
10/17/2017,12:00:00 AM,103.3,10,17,42,4,2
10/18/2017,12:00:00 AM,103.36,10,18,42,4,3
10/19/2017,12:00:00 AM,103.42,10,19,42,4,4
10/23/2017,12:00:00 AM,103.55,10,23,43,4,1
10/24/2017,12:00:00 AM,103.7,10,24,43,4,2
10/27/2017,12:00:00 AM,103.81,10,27,43,4,5
10/30/2017,12:00:00 AM,103.69,10,30,44,4,1
10/30/2017,12:00:00 AM,103.69,10,30,44,4,1
10/31/2017,12:00:00 AM,103.69,10,31,44,4,2
11/1/2017,12:00:00 AM,103.75,11,1,44,4,3
11/2/2017,12:00:00 AM,103.79,11,2,44,4,4
11/3/2017,12:00:00 AM,103.74,11,3,44,4,5
11/6/2017,12:00:00 AM,103.66,11,6,45,4,1
11/7/2017,12:00:00 AM,103.62,11,7,45,4,2
11/8/2017,12:00:00 AM,103.61,11,8,45,4,3
11/9/2017,12:00:00 AM,103.6,11,9,45,4,4
11/10/2017,12:00:00 AM,103.59,11,10,45,4,5
11/12/2017,12:00:00 AM,103.58,11,12,46,4,0
11/14/2017,12:00:00 AM,103.59,11,14,46,4,2
11/13/2017,12:00:00 AM,103.58,11,13,46,4,1
11/15/2017,12:00:00 AM,103.68,11,15,46,4,3
11/16/2017,12:00:00 AM,103.74,11,16,46,4,4
11/17/2017,12:00:00 AM,103.69,11,17,46,4,5
11/20/2017,12:00:00 AM,103.79,11,20,47,4,1
11/21/2017,12:00:00 AM,103.6,11,21,47,4,2
11/22/2017,12:00:00 AM,103.36,11,22,47,4,3
11/23/2017,12:00:00 AM,103.39,11,23,47,4,4
11/24/2017,12:00:00 AM,103.26,11,24,47,4,5
11/27/2017,12:00:00 AM,103.34,11,27,48,4,1
11/29/2017,12:00:00 AM,103.35,11,29,48,4,3
11/30/2017,12:00:00 AM,103.25,11,30,48,4,4
12/1/2017,12:00:00 AM,103.1,12,1,48,4,5
12/4/2017,12:00:00 AM,103.04,12,4,49,4,1
12/5/2017,12:00:00 AM,103.06,12,5,49,4,2
12/6/2017,12:00:00 AM,102.98,12,6,49,4,3
12/7/2017,12:00:00 AM,102.88,12,7,49,4,4
12/8/2017,12:00:00 AM,102.96,12,8,49,4,5
12/11/2017,12:00:00 AM,103.08,12,11,50,4,1
12/13/2017,12:00:00 AM,103.11,12,13,50,4,3
12/14/2017,12:00:00 AM,103.17,12,14,50,4,4
12/15/2017,12:00:00 AM,103.22,12,15,50,4,5
12/18/2017,12:00:00 AM,103.2,12,18,51,4,1
12/19/2017,12:00:00 AM,103.16,12,19,51,4,2
12/20/2017,12:00:00 AM,103.13,12,20,51,4,3
12/21/2017,12:00:00 AM,103.09,12,21,51,4,4
12/22/2017,12:00:00 AM,103.08,12,22,51,4,5
12/27/2017,12:00:00 AM,103.08,12,27,52,4,3
12/28/2017,12:00:00 AM,103.15,12,28,52,4,4
12/29/2017,12:00:00 AM,103.23,12,29,52,4,5
1/2/2018,12:00:00 AM,103.29,1,2,1,1,2
1/3/2018,12:00:00 AM,103.35,1,3,1,1,3
1/4/2018,12:00:00 AM,103.44,1,4,1,1,4
1/5/2018,12:00:00 AM,103.28,1,5,1,1,5
1/8/2018,12:00:00 AM,103.26,1,8,2,1,1
1/9/2018,12:00:00 AM,103.22,1,9,2,1,2
1/10/2018,12:00:00 AM,103.18,1,10,2,1,3
1/11/2018,12:00:00 AM,103.14,1,11,2,1,4
1/12/2018,12:00:00 AM,103.09,1,12,2,1,5
1/15/2018,12:00:00 AM,103.07,1,15,3,1,1
1/16/2018,12:00:00 AM,103.06,1,16,3,1,2
1/17/2018,12:00:00 AM,103.04,1,17,3,1,3
1/18/2018,12:00:00 AM,102.89,1,18,3,1,4
1/19/2018,12:00:00 AM,102.91,1,19,3,1,5
1/22/2018,12:00:00 AM,102.87,1,22,4,1,1
1/23/2018,12:00:00 AM,102.78,1,23,4,1,2
1/24/2018,12:00:00 AM,102.56,1,24,4,1,3
1/25/2018,12:00:00 AM,102.34,1,25,4,1,4
1/26/2018,12:00:00 AM,102.37,1,26,4,1,5
1/29/2018,12:00:00 AM,102.35,1,29,5,1,1
1/30/2018,12:00:00 AM,102.36,1,30,5,1,2
1/31/2018,12:00:00 AM,102.36,1,31,5,1,3
2/1/2018,12:00:00 AM,101.99,2,1,5,1,4
2/2/2018,12:00:00 AM,101.92,2,2,5,1,5
2/5/2018,12:00:00 AM,101.74,2,5,6,1,1
2/6/2018,12:00:00 AM,101.36,2,6,6,1,2
2/7/2018,12:00:00 AM,101.31,2,7,6,1,3
2/8/2018,12:00:00 AM,101.01,2,8,6,1,4
2/9/2018,12:00:00 AM,100.8,2,9,6,1,5
2/12/2018,12:00:00 AM,100.85,2,12,7,1,1
2/13/2018,12:00:00 AM,101.04,2,13,7,1,2
2/14/2018,12:00:00 AM,101.23,2,14,7,1,3
2/15/2018,12:00:00 AM,101.22,2,15,7,1,4
2/16/2018,12:00:00 AM,101.25,2,16,7,1,5
2/19/2018,12:00:00 AM,101.31,2,19,8,1,1
2/20/2018,12:00:00 AM,101.3,2,20,8,1,2
2/21/2018,12:00:00 AM,101.3,2,21,8,1,3
2/22/2018,12:00:00 AM,101.47,2,22,8,1,4
2/23/2018,12:00:00 AM,101.73,2,23,8,1,5
2/26/2018,12:00:00 AM,101.83,2,26,9,1,1
2/27/2018,12:00:00 AM,101.74,2,27,9,1,2
2/28/2018,12:00:00 AM,101.62,2,28,9,1,3
3/1/2018,12:00:00 AM,101.38,3,1,9,1,4
3/2/2018,12:00:00 AM,101.29,3,2,9,1,5
3/5/2018,12:00:00 AM,101.32,3,5,10,1,1
3/6/2018,12:00:00 AM,101.33,3,6,10,1,2
3/7/2018,12:00:00 AM,101.31,3,7,10,1,3
3/8/2018,12:00:00 AM,101.29,3,8,10,1,4
3/9/2018,12:00:00 AM,101.2,3,9,10,1,5
3/12/2018,12:00:00 AM,101.15,3,12,11,1,1
3/13/2018,12:00:00 AM,101.29,3,13,11,1,2
3/14/2018,12:00:00 AM,101.27,3,14,11,1,3
3/15/2018,12:00:00 AM,101.26,3,15,11,1,4
3/16/2018,12:00:00 AM,101.29,3,16,11,1,5
3/19/2018,12:00:00 AM,101.28,3,19,12,1,1
3/20/2018,12:00:00 AM,101.27,3,20,12,1,2
3/21/2018,12:00:00 AM,101.27,3,21,12,1,3
3/22/2018,12:00:00 AM,101.06,3,22,12,1,4
3/23/2018,12:00:00 AM,100.97,3,23,12,1,5
3/26/2018,12:00:00 AM,100.96,3,26,13,1,1
3/27/2018,12:00:00 AM,100.91,3,27,13,1,2
3/28/2018,12:00:00 AM,100.86,3,28,13,1,3
3/29/2018,12:00:00 AM,100.85,3,29,13,1,4
4/3/2018,12:00:00 AM,100.89,4,3,14,2,2
4/4/2018,12:00:00 AM,101.07,4,4,14,2,3
4/5/2018,12:00:00 AM,101.06,4,5,14,2,4
4/6/2018,12:00:00 AM,101.03,4,6,14,2,5
4/9/2018,12:00:00 AM,101,4,9,15,2,1
4/10/2018,12:00:00 AM,100.99,4,10,15,2,2
4/11/2018,12:00:00 AM,101,4,11,15,2,3
4/12/2018,12:00:00 AM,100.98,4,12,15,2,4
4/13/2018,12:00:00 AM,100.87,4,13,15,2,5
4/16/2018,12:00:00 AM,100.77,4,16,16,2,1
4/17/2018,12:00:00 AM,100.63,4,17,16,2,2
4/18/2018,12:00:00 AM,100.4,4,18,16,2,3
4/19/2018,12:00:00 AM,100.4,4,19,16,2,4
4/20/2018,12:00:00 AM,100.26,4,20,16,2,5
4/23/2018,12:00:00 AM,100.06,4,23,17,2,1
4/24/2018,12:00:00 AM,99.98,4,24,17,2,2
4/25/2018,12:00:00 AM,100.05,4,25,17,2,3
4/26/2018,12:00:00 AM,100.11,4,26,17,2,4
4/27/2018,12:00:00 AM,100.33,4,27,17,2,5
4/30/2018,12:00:00 AM,100.36,4,30,18,2,1
5/2/2018,12:00:00 AM,100.34,5,2,18,2,3
5/3/2018,12:00:00 AM,100.19,5,3,18,2,4
5/4/2018,12:00:00 AM,100.22,5,4,18,2,5
5/7/2018,12:00:00 AM,100.26,5,7,19,2,1
5/8/2018,12:00:00 AM,100.29,5,8,19,2,2
5/9/2018,12:00:00 AM,100.46,5,9,19,2,3
5/10/2018,12:00:00 AM,100.6,5,10,19,2,4
5/11/2018,12:00:00 AM,100.44,5,11,19,2,5
5/14/2018,12:00:00 AM,100.43,5,14,20,2,1
5/15/2018,12:00:00 AM,100.27,5,15,20,2,2
5/16/2018,12:00:00 AM,100.45,5,16,20,2,3
5/17/2018,12:00:00 AM,100.43,5,17,20,2,4
5/18/2018,12:00:00 AM,100.42,5,18,20,2,5
5/21/2018,12:00:00 AM,100.55,5,21,21,2,1
5/22/2018,12:00:00 AM,100.6,5,22,21,2,2
5/23/2018,12:00:00 AM,100.8,5,23,21,2,3
5/24/2018,12:00:00 AM,101,5,24,21,2,4
5/25/2018,12:00:00 AM,101.07,5,25,21,2,5
5/28/2018,12:00:00 AM,101.18,5,28,22,2,1
5/29/2018,12:00:00 AM,101.54,5,29,22,2,2
5/30/2018,12:00:00 AM,101.57,5,30,22,2,3
5/31/2018,12:00:00 AM,101.57,5,31,22,2,4
6/4/2018,12:00:00 AM,101.38,6,4,23,2,1
6/5/2018,12:00:00 AM,100.91,6,5,23,2,2
6/6/2018,12:00:00 AM,101,6,6,23,2,3
6/7/2018,12:00:00 AM,100.82,6,7,23,2,4
6/8/2018,12:00:00 AM,100.84,6,8,23,2,5
6/11/2018,12:00:00 AM,101,6,11,24,2,1
6/12/2018,12:00:00 AM,101.05,6,12,24,2,2
6/13/2018,12:00:00 AM,101.13,6,13,24,2,3
6/14/2018,12:00:00 AM,101.14,6,14,24,2,4
6/18/2018,12:00:00 AM,101.11,6,18,25,2,1
6/19/2018,12:00:00 AM,101.13,6,19,25,2,2
6/20/2018,12:00:00 AM,101.12,6,20,25,2,3
6/21/2018,12:00:00 AM,100.96,6,21,25,2,4
6/22/2018,12:00:00 AM,100.83,6,22,25,2,5
6/25/2018,12:00:00 AM,100.83,6,25,26,2,1
6/26/2018,12:00:00 AM,100.83,6,26,26,2,2
6/25/2018,12:00:00 AM,100.76,6,25,26,2,1
6/27/2018,12:00:00 AM,100.94,6,27,26,2,3
6/28/2018,12:00:00 AM,101.04,6,28,26,2,4
6/29/2018,12:00:00 AM,101.05,6,29,26,2,5
7/2/2018,12:00:00 AM,100.89,7,2,27,3,1
7/3/2018,12:00:00 AM,100.84,7,3,27,3,2
7/4/2018,12:00:00 AM,100.84,7,4,27,3,3
7/5/2018,12:00:00 AM,100.72,7,5,27,3,4
7/6/2018,12:00:00 AM,100.76,7,6,27,3,5
7/9/2018,12:00:00 AM,100.81,7,9,28,3,1
7/10/2018,12:00:00 AM,100.89,7,10,28,3,2
7/11/2018,12:00:00 AM,100.91,7,11,28,3,3
7/12/2018,12:00:00 AM,100.79,7,12,28,3,4
7/13/2018,12:00:00 AM,100.79,7,13,28,3,5
7/16/2018,12:00:00 AM,100.66,7,16,29,3,1
7/17/2018,12:00:00 AM,100.39,7,17,29,3,2
